id,name,city,zipcode,address,phone,category,category_loc,category_food,price,rating,review_count,price_yelp,rating_yelp,review_count_yelp,price_trip,rating_trip,review_count_trip,hours_sun_open,hours_sun_close,hours_mon_open,hours_mon_close,hours_tue_open,hours_tue_close,hours_wed_open,hours_wed_close,hours_thu_open,hours_thu_close,hours_fri_open,hours_fri_close,hours_sat_open,hours_sat_close
436,El Mercadito del Este de Los Angeles,Los Angeles,90063.0,3425 E 1st St,3232683451.0,mexican,mexican,other,2.0,3.5,102,2.0,2.5,83,1.0,4.5,19,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,100.0,900.0,130.0,900.0,130.0,900.0,100.0
437,Magic Castle,Los Angeles,90028.0,7001 Franklin Ave,3238513313.0,american,american,other,3.0,4.25,2400,3.0,4.0,2048,4.0,4.5,352,1700.0,200.0,1700.0,200.0,1700.0,200.0,1645.0,200.0,1100.0,1500.0,1645.0,200.0,1000.0,1500.0
438,Roscoe's House of Chicken & Waffles,Los Angeles,90028.0,1514 N Gower St,3234667453.0,breakfast & brunch,american,breakfast & brunch,2.0,4.0,3968,2.0,4.0,3241,1.0,4.0,727,830.0,2400.0,830.0,2400.0,830.0,2400.0,830.0,2400.0,830.0,400.0,800.0,400.0,800.0,2400.0
439,Palm Thai Restaurant,Los Angeles,90028.0,5900 Hollywood Blvd,3234625073.0,seafood,thai,seafood,2.0,4.0,2513,2.0,4.0,2317,2.5,4.0,196,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,130.0,1100.0,130.0,1100.0,2400.0
440,25 Degrees,Los Angeles,90028.0,7000 Hollywood Blvd,3237857244.0,burger,american,burger,2.0,4.0,2417,2.0,3.5,1727,2.5,4.5,690,1200.0,2200.0,,,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0
441,Stout Burgers & Beers,Los Angeles,90028.0,1544 N Cahuenga Blvd,3234693801.0,burger,american,burger,2.0,4.25,1931,2.0,4.0,1788,2.5,4.5,143,1130.0,400.0,1130.0,400.0,1130.0,400.0,1130.0,400.0,1130.0,400.0,1130.0,400.0,1130.0,400.0
442,Kitchen 24,West Hollywood,90028.0,1608 N Cahuenga Blvd,3234652424.0,breakfast & brunch,american,breakfast & brunch,2.0,3.75,1864,2.0,3.5,1818,2.5,4.0,46,600.0,559.0,600.0,559.0,600.0,559.0,600.0,559.0,600.0,559.0,600.0,559.0,600.0,559.0
443,Cleo,Los Angeles,90028.0,1717 Vine St,3239621711.0,mediterranean,mediterranean,other,3.0,4.25,2037,3.0,4.0,1658,2.5,4.5,379,1730.0,2230.0,1730.0,2230.0,1730.0,2230.0,1730.0,2230.0,1730.0,2330.0,1730.0,2330.0,1630.0,2330.0
444,Katsuya,Los Angeles,90028.0,6300 Hollywood Blvd,3233912757.0,sushi,japanese,sushi,3.0,4.0,2107,3.0,3.5,1628,4.0,4.5,479,1130.0,1430.0,1730.0,2200.0,1130.0,1430.0,1730.0,2200.0,1130.0,1430.0,1730.0,2200.0,1130.0,1430.0
445,Umami Burger,Los Angeles,90028.0,1520 N Cahuenga Blvd,3234693100.0,burger,american,burger,2.0,3.75,1980,2.0,3.5,1573,2.5,4.0,407,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2400.0,1100.0,2400.0,1100.0,2300.0
446,Fat Sal's,Los Angeles,90028.0,1300 N Highland Ave,8556824373.0,fast food,american,fast food,2.0,4.25,1644,2.0,4.0,1570,1.0,4.5,74,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,400.0,1100.0,400.0,1100.0,400.0,1100.0,200.0
447,The Waffle,Los Angeles,90028.0,6255 W Sunset Blvd,3234656901.0,breakfast & brunch,american,breakfast & brunch,2.0,3.75,1574,2.0,3.5,1434,2.5,4.0,140,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1800.0,700.0,1800.0
449,In-N-Out Burger,West Hollywood,90028.0,7009 Sunset Blvd,8007861000.0,fast food,american,fast food,1.0,4.0,2092,1.0,4.0,1306,1.0,4.0,786,1030.0,100.0,1030.0,100.0,1030.0,100.0,1030.0,100.0,1030.0,130.0,1030.0,130.0,1030.0,100.0
450,Hoy-Ka Thai Noodle House,Los Angeles,90028.0,5908 Sunset Blvd,3234632979.0,thai,thai,other,1.0,4.5,1248,1.0,4.5,1213,1.0,4.5,35,1100.0,1500.0,1700.0,2300.0,1100.0,1500.0,1700.0,2300.0,1100.0,1500.0,1700.0,2300.0,1100.0,1500.0
451,Hungry Cat,Los Angeles,90028.0,1535 Vine St,3234622155.0,seafood,american,seafood,3.0,3.75,1272,3.0,3.5,1149,2.5,4.0,123,1200.0,2200.0,1200.0,2200.0,1200.0,2200.0,1200.0,2200.0,1200.0,2300.0,1100.0,2300.0,1100.0,2200.0
452,Musso & Frank Grill,Los Angeles,90028.0,6667 Hollywood Blvd,3234677788.0,steakhouse,american,steakhouse,3.0,4.25,2082,3.0,4.0,1170,4.0,4.5,912,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1600.0,2100.0,1100.0,2300.0
453,101 Coffee Shop,Los Angeles,90028.0,6145 Franklin Ave,3234671175.0,cafe,american,cafe,2.0,3.75,1343,2.0,3.5,1034,2.5,4.0,309,700.0,300.0,700.0,300.0,700.0,300.0,700.0,300.0,700.0,300.0,700.0,300.0,700.0,300.0
454,Wood & Vine,Los Angeles,90028.0,6280 Hollywood Blvd,3233343360.0,bars,american,bars,2.0,3.75,1238,2.0,3.5,1098,2.5,4.0,140,1700.0,2400.0,1700.0,2400.0,1700.0,2400.0,1700.0,200.0,1100.0,1430.0,1600.0,200.0,1000.0,1430.0
455,Stella Barra Hollywood,Los Angeles,90028.0,6372 W Sunset Blvd,3233014001.0,pizza,american,pizza,2.0,4.25,1037,2.0,4.0,967,2.5,4.5,70,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2400.0,1100.0,2400.0,1100.0,2200.0
456,Panda Express,Los Angeles,90028.0,5543 W Sunset Blvd,3234606430.0,fast food,chinese,fast food,1.0,3.5,141,1.0,2.5,67,1.0,4.5,74,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0
457,Burger King,Los Angeles,90028.0,5609 W Sunset Blvd,3234676708.0,fast food,other,fast food,1.0,3.0,75,1.0,2.0,42,1.0,4.0,33,600.0,2400.0,600.0,2400.0,600.0,2400.0,600.0,2400.0,600.0,2400.0,600.0,2400.0,700.0,2400.0
458,Subway,Los Angeles,90028.0,5537 Sunset Blvd,3238711090.0,fast food,other,fast food,1.0,3.25,46,1.0,2.5,31,1.0,4.0,15,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0
459,Beauty & Essex,Los Angeles,90028.0,1615 Cahuenga Blvd,3236768880.0,american,american,other,3.0,4.25,558,3.0,4.0,519,4.0,4.5,39,1800.0,2300.0,1800.0,2400.0,1800.0,2400.0,1800.0,2400.0,1800.0,2400.0,1700.0,2400.0,1100.0,2300.0
460,California Wings Cafe,Los Angeles,90028.0,1649 N Cahuenga Blvd,3234652000.0,american,american,other,1.0,4.0,216,1.0,3.5,206,1.0,4.5,10,1200.0,2200.0,1200.0,2200.0,1200.0,2200.0,1200.0,2200.0,1200.0,2300.0,1200.0,2300.0,1100.0,2200.0
461,Mama Shelter,Los Angeles,90028.0,6500 Selma Ave,3237856666.0,breakfast & brunch,american,breakfast & brunch,2.0,3.75,266,2.0,3.5,180,2.5,4.0,86,700.0,2300.0,700.0,2300.0,700.0,2300.0,700.0,2300.0,700.0,2400.0,700.0,2400.0,700.0,2400.0
462,Mama Shelter,Los Angeles,90028.0,6500 Selma Ave,3237856600.0,american,american,other,2.0,3.75,222,2.0,3.5,136,2.5,4.0,86,1200.0,2400.0,1200.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0
463,Luchini Pizzeria & Bar,Los Angeles,90028.0,1607 Cahuenga Blvd,3235937771.0,pizza,italian,pizza,1.0,3.75,75,1.0,3.5,68,,4.0,7,1700.0,200.0,1700.0,300.0,1700.0,200.0,1700.0,300.0,1700.0,300.0,1700.0,300.0,1700.0,200.0
464,Saint Felix Hollywood,West Hollywood,90028.0,1602 N Cahuenga Blvd,3234695001.0,bars,american,bars,2.0,4.25,683,2.0,4.0,654,2.5,4.5,29,1200.0,200.0,1200.0,200.0,1200.0,200.0,1200.0,200.0,1200.0,200.0,1200.0,200.0,1100.0,200.0
465,Running Goose,Los Angeles,90028.0,1620 N Cahuenga Blvd,3234691080.0,american,american,other,2.0,4.5,579,2.0,4.5,529,2.5,4.5,50,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1000.0,2300.0,1000.0,2200.0
466,Smokes Poutinerie,Los Angeles,90028.0,1552 N Cahuenga Blvd,3237450267.0,fast food,other,fast food,1.0,4.0,441,1.0,4.0,427,1.0,4.0,14,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,400.0,1100.0,400.0,1100.0,2200.0
467,Trejo's Cantina,Los Angeles,90028.0,1556 N Cahuenga Blvd,3234618226.0,mexican,mexican,other,2.0,3.75,325,2.0,3.5,309,2.5,4.0,16,1130.0,2200.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2200.0
468,Johnnie's Pastrami,Culver City,90230.0,4017 Sepulveda Blvd,3103976654.0,american,american,other,2.0,4.0,1742,2.0,3.5,1566,2.5,4.5,176,1000.0,100.0,1000.0,100.0,1000.0,230.0,1000.0,230.0,1000.0,330.0,1000.0,330.0,1000.0,100.0
469,Gjelina,Los Angeles,90291.0,1429 Abbot Kinney Blvd,3104501429.0,pizza,american,pizza,3.0,3.75,5074,3.0,3.5,4095,2.5,4.0,979,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0
470,Baby Blues BBQ,Los Angeles,90291.0,444 Lincoln Blvd,3103967675.0,barbecue,american,barbecue,2.0,4.25,2485,2.0,4.0,2176,2.5,4.5,309,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0
471,South End,Los Angeles,90291.0,2805 Abbot Kinney Blvd,4242284736.0,pizza,italian,pizza,2.0,4.5,721,2.0,4.5,670,2.5,4.5,51,1600.0,2200.0,1600.0,2200.0,1600.0,2200.0,1600.0,2200.0,1630.0,2300.0,1630.0,2300.0,1630.0,2200.0
472,Tasting Kitchen,Los Angeles,90291.0,1633 Abbot Kinney Blvd,3103926644.0,breakfast & brunch,american,breakfast & brunch,3.0,3.75,1636,3.0,3.5,1431,4.0,4.0,205,1730.0,2400.0,1730.0,2400.0,1730.0,2400.0,1730.0,2400.0,1730.0,2400.0,1030.0,1430.0,1730.0,2400.0
473,Wurstkuche,Los Angeles,90291.0,625 Lincoln Blvd,2136874444.0,other,other,other,2.0,4.25,1465,2.0,4.0,1363,2.5,4.5,102,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0
474,Lemonade,Los Angeles,90291.0,1661 Abbot Kinney Blvd,3104526200.0,american,american,other,2.0,4.25,1651,2.0,4.0,1301,2.5,4.5,350,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0
475,Cafe Gratitude,Los Angeles,90291.0,512 Rose Ave,4242318000.0,cafe,american,cafe,2.0,4.25,1144,2.0,4.0,1110,2.5,4.5,34,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0
476,Rose Cafe Restaurant,Los Angeles,90291.0,220 Rose Ave,3103990711.0,cafe,american,cafe,2.0,3.75,1437,2.0,3.5,1070,2.5,4.0,367,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2300.0,800.0,2300.0,800.0,2200.0
477,Gjusta,Los Angeles,90291.0,320 Sunset Ave,3103140320.0,cafe,american,cafe,2.0,4.25,1154,2.0,4.0,958,2.5,4.5,196,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0
478,Chaya Venice,Los Angeles,90291.0,110 Navy St,3103961179.0,sushi,japanese,sushi,3.0,4.0,1063,3.0,4.0,877,2.5,4.0,186,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2300.0,1700.0,2300.0,1700.0,2200.0
479,Abbot's Pizza Company,Los Angeles,90291.0,1407 Abbot Kinney Blvd,3103967334.0,pizza,italian,pizza,1.0,4.0,996,1.0,4.0,866,1.0,4.0,130,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2400.0,1100.0,2400.0,1100.0,2300.0
480,mao's kitchen,Los Angeles,90291.0,1512 Pacific Ave,3105818305.0,chinese,chinese,other,2.0,3.5,993,2.0,3.0,819,1.0,4.0,174,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,300.0,1130.0,300.0,1130.0,2230.0
481,Komodo,Los Angeles,90291.0,235 Main St,3102556742.0,american,american,other,2.0,4.25,797,2.0,4.0,753,1.0,4.5,44,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2200.0,1100.0,2200.0,1100.0,2100.0
482,Flake,Los Angeles,90291.0,513 Rose Ave,3103962333.0,cafe,american,cafe,1.0,4.5,858,1.0,4.5,777,1.0,4.5,81,700.0,1530.0,700.0,1530.0,700.0,1530.0,700.0,1530.0,700.0,1530.0,700.0,1530.0,700.0,1530.0
483,Venice Ale House,Los Angeles,90291.0,2 Rose Ave,3103148253.0,american,american,other,2.0,3.75,1133,2.0,3.5,769,2.5,4.0,364,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2400.0,1000.0,2400.0,1000.0,2100.0
484,La Cabana Restaurant,Los Angeles,90291.0,738 Rose Ave,3103927973.0,mexican,mexican,other,2.0,3.75,775,2.0,3.5,700,2.5,4.0,75,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,300.0
485,Casablanca,Los Angeles,90291.0,220 Lincoln Blvd,3103925751.0,breakfast & brunch,mexican,breakfast & brunch,2.0,4.0,779,2.0,4.0,707,2.5,4.0,72,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,2200.0
486,James Beach,Los Angeles,90291.0,60 N Venice Blvd,3108235396.0,bars,american,bars,2.0,3.75,855,2.0,3.0,639,2.5,4.5,216,1800.0,2230.0,1800.0,2230.0,1130.0,100.0,1130.0,100.0,1130.0,100.0,1100.0,100.0,1100.0,100.0
487,Salt Air,Los Angeles,90291.0,1616 Abbot Kinney Blvd,3103969333.0,seafood,american,seafood,3.0,3.75,810,3.0,3.5,652,2.5,4.0,158,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1000.0,2300.0,1000.0,2200.0
488,Sidewalk Cafe,Los Angeles,90291.0,1401 Ocean Front Walk,3103995547.0,cafe,american,cafe,2.0,3.5,1131,2.0,3.0,653,2.5,4.0,478,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0
489,Superba Food + Bread,Los Angeles,90291.0,1900 S Lincoln Blvd,3109075075.0,cafe,american,cafe,2.0,4.25,775,2.0,4.0,660,2.5,4.5,115,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2300.0,700.0,2300.0,700.0,2200.0
490,The Butcher's Daughter,Los Angeles,90291.0,1205 Abbot Kinney Blvd,3109813004.0,cafe,american,cafe,2.0,4.0,871,2.0,3.5,631,2.5,4.5,240,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2230.0,800.0,2230.0,800.0,2200.0
491,Centanni,Los Angeles,90291.0,1700 Lincoln Blvd,3103147275.0,italian,italian,other,2.0,4.5,618,2.0,4.5,566,2.5,4.5,52,1700.0,2100.0,1700.0,2100.0,1700.0,2100.0,1700.0,2130.0,1200.0,2130.0,1200.0,2100.0,2400.0,2130.0
492,Tatsu Ramen,Los Angeles,90025.0,2123 Sawtelle Blvd,3106842889.0,japanese,japanese,ramen,2.0,4.25,2572,2.0,4.0,2462,2.5,4.5,110,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,300.0,1100.0,300.0,1100.0,300.0
493,R.O.C. Kitchen,Los Angeles,90025.0,2049 Sawtelle Blvd,3102352089.0,chinese,chinese,other,2.0,3.75,1575,2.0,3.5,1523,2.5,4.0,52,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2230.0,1030.0,2230.0,1030.0,2200.0
494,Hide Sushi,Los Angeles,90025.0,2040 Sawtelle Blvd,3104777242.0,sushi,japanese,sushi,2.0,4.0,1524,2.0,4.0,1437,2.5,4.0,87,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2000.0,1130.0,2100.0
495,Hurry Curry of Tokyo,Los Angeles,90025.0,2131 Sawtelle Blvd,3104731640.0,japanese,japanese,other,2.0,3.75,1418,2.0,3.5,1368,1.0,4.0,50,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,2200.0
496,Tsujita LA,Los Angeles,90025.0,2050 Sawtelle Blvd,3102310222.0,japanese,japanese,ramen,2.0,4.0,1510,2.0,4.0,1373,2.5,4.0,137,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0
497,SushiStop,Los Angeles,90025.0,2053 Sawtelle Blvd,3104733999.0,sushi,japanese,sushi,1.0,4.0,1373,1.0,3.5,1366,,4.5,7,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2300.0,1130.0,2300.0,1130.0,2200.0
498,Nong La Cafe,Los Angeles,90025.0,2055 Sawtelle Blvd,3102681881.0,vietnamese,vietnamese,other,2.0,4.0,1234,2.0,3.5,1212,1.0,4.5,22,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2230.0,1130.0,2230.0,1130.0,2200.0
499,Zankou Chicken,Los Angeles,90025.0,1716 S Sepulveda Blvd,3104440550.0,mediterranean,mediterranean,other,1.0,4.0,1206,1.0,4.0,1181,1.0,4.0,25,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0
500,FuRaiBo,Los Angeles,90025.0,2068 Sawtelle Blvd,3104441432.0,japanese,japanese,other,2.0,3.75,1070,2.0,3.5,1015,2.5,4.0,55,1130.0,1400.0,1730.0,2300.0,1130.0,1400.0,1730.0,2300.0,1130.0,1400.0,1730.0,2300.0,1130.0,1400.0
501,Tofu Ya,Los Angeles,90025.0,2021 Sawtelle Blvd,3104732627.0,korean,korean,other,2.0,3.75,1033,2.0,3.5,1012,1.0,4.0,21,1130.0,2130.0,1130.0,2130.0,1130.0,2130.0,1130.0,2130.0,1130.0,2230.0,1130.0,2230.0,1130.0,2130.0
502,Nook Bistro,Los Angeles,90025.0,11628 Santa Monica Blvd,3102075160.0,bars,american,bars,2.0,4.25,1048,2.0,4.0,994,2.5,4.5,54,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0
503,Hara Sushi,Los Angeles,90025.0,12222 Wilshire Blvd,3108201021.0,sushi,japanese,sushi,2.0,4.0,1044,2.0,3.5,1029,2.5,4.5,15,1130.0,2200.0,1130.0,2200.0,1130.0,2230.0,1130.0,2230.0,1130.0,2300.0,1200.0,2300.0,1200.0,2200.0
504,Bandera,Los Angeles,90025.0,11700 Wilshire Blvd,3104773524.0,american,american,other,3.0,4.25,1059,3.0,4.0,947,4.0,4.5,112,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2300.0,1700.0,2300.0,1700.0,2200.0
505,California Chicken Cafe,Los Angeles,90025.0,2005 Westwood Blvd,3104461933.0,american,american,other,2.0,4.25,838,2.0,4.0,800,2.5,4.5,38,1045.0,2200.0,1045.0,2200.0,1045.0,2200.0,1045.0,2200.0,1045.0,2200.0,1045.0,2200.0,1100.0,2030.0
506,Cafe 50's,Los Angeles,90025.0,11623 Santa Monica Blvd,3104791955.0,cafe,american,cafe,2.0,4.0,913,2.0,3.5,829,1.0,4.5,84,700.0,2400.0,700.0,2400.0,700.0,2400.0,700.0,2400.0,700.0,100.0,800.0,100.0,800.0,2400.0
507,Seoul House of Tofu,Los Angeles,90025.0,2101 Sawtelle Blvd,3104449988.0,seafood,korean,seafood,2.0,3.75,751,2.0,3.5,727,2.5,4.0,24,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0
508,Carmines II,Los Angeles,90025.0,10463 Santa Monica Blvd,3104414706.0,italian,italian,other,3.0,4.25,189,3.0,4.0,151,2.5,4.5,38,1700.0,2200.0,1130.0,1430.0,1700.0,2200.0,1130.0,1430.0,1700.0,2200.0,1130.0,1430.0,1700.0,2200.0
509,India's Tandoori,Los Angeles,90025.0,11819 Wilshire Blvd,3102689100.0,asian other,indian,other,2.0,4.25,830,2.0,4.5,808,2.5,4.0,22,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1100.0,2200.0,1130.0,2200.0,1130.0,2200.0
510,Nanban-kan Restaurant,Los Angeles,90025.0,11330 Santa Monica Blvd,3104781591.0,barbecue,japanese,barbecue,2.0,4.25,679,2.0,4.0,646,2.5,4.5,33,1730.0,2230.0,1730.0,2230.0,1730.0,2230.0,1730.0,2230.0,1730.0,2230.0,1730.0,2230.0,1730.0,2230.0
511,California Roll Factory,Los Angeles,90025.0,11629 Santa Monica Blvd,3109962366.0,sushi,japanese,sushi,2.0,4.0,607,2.0,4.0,583,2.5,4.0,24,1130.0,1430.0,1700.0,2230.0,1130.0,1430.0,1700.0,2230.0,1130.0,1430.0,1700.0,2230.0,1130.0,1430.0
512,En Sushi,Los Angeles,90025.0,11651 Santa Monica Blvd,3104771551.0,sushi,japanese,sushi,2.0,3.75,592,2.0,4.0,565,2.5,3.5,27,1145.0,2230.0,1145.0,2230.0,1145.0,2230.0,1145.0,2300.0,1145.0,2300.0,1145.0,2300.0,1145.0,2230.0
513,Le Saigon,Los Angeles,90025.0,11611 Santa Monica Blvd,3103122929.0,vietnamese,vietnamese,other,2.0,4.0,543,2.0,3.5,534,1.0,4.5,9,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,,
514,Monte Alban,Los Angeles,90025.0,11929 Santa Monica Blvd,3104447736.0,mexican,mexican,other,2.0,4.25,557,2.0,4.0,528,2.5,4.5,29,800.0,2300.0,800.0,2300.0,800.0,2300.0,800.0,2300.0,800.0,2400.0,800.0,2400.0,800.0,2300.0
515,Bar Hayama,Los Angeles,90025.0,1803 Sawtelle Blvd,3102352000.0,sushi,japanese,sushi,3.0,4.25,535,3.0,4.0,500,2.5,4.5,35,1200.0,1430.0,1730.0,2230.0,1200.0,1430.0,1730.0,2230.0,1200.0,1430.0,1730.0,2230.0,1200.0,1430.0
516,Yamashiro,Los Angeles,90068.0,1999 N Sycamore Ave,3234665125.0,sushi,japanese,sushi,3.0,3.75,3583,3.0,3.5,2851,4.0,4.0,732,1700.0,2300.0,1700.0,2300.0,1700.0,2300.0,1700.0,2300.0,1700.0,2400.0,1700.0,2400.0,1100.0,1500.0
517,Joe's Falafel,Los Angeles,90068.0,3535 Cahuenga Blvd W,3235124447.0,mediterranean,mediterranean,other,1.0,4.5,1471,1.0,4.5,1413,1.0,4.5,58,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2100.0
518,Bea Bea's,Burbank,91505.0,353 N Pass Ave,8188462327.0,cafe,american,cafe,2.0,4.25,3103,2.0,4.0,2782,2.5,4.5,321,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1600.0,700.0,1600.0,700.0,1600.0
519,Bob's Big Boy,Burbank,91505.0,4211 W Riverside Dr,8188439334.0,burger,american,burger,2.0,3.75,1894,2.0,3.5,1240,1.0,4.0,654,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0
520,Pinocchio Italian Restaurant,Burbank,91505.0,3103 W Magnolia Blvd,8188453516.0,pizza,italian,pizza,1.0,4.25,1189,1.0,4.0,1062,2.5,4.5,127,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,2000.0,1000.0,1900.0
521,The Smoke House Restaurant,Burbank,91505.0,4420 W Lakeside Dr,8188453731.0,steakhouse,american,steakhouse,2.0,3.75,1559,2.0,3.5,1000,2.5,4.0,559,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2230.0,1130.0,2230.0,1000.0,2030.0
522,Apple Pan,Los Angeles,90064.0,10801 W Pico Blvd,3104753585.0,fast food,american,fast food,2.0,3.75,2858,2.0,3.5,2546,1.0,4.0,312,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,100.0,1100.0,100.0,1100.0,2400.0,1100.0,1200.0
523,Westside Tavern,Los Angeles,90064.0,10850 W Pico Blvd,3104701539.0,american,american,other,2.0,4.0,1466,2.0,4.0,1338,2.5,4.0,128,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,2200.0
524,Daikokuya,Los Angeles,90064.0,2208 Sawtelle Blvd,3105754999.0,japanese,japanese,ramen,2.0,4.25,1393,2.0,4.0,1167,1.0,4.5,226,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0
525,Bossa Nova,Los Angeles,90064.0,10982 W Pico Blvd,3104410404.0,other,brazilian,other,2.0,3.75,1203,2.0,3.5,1146,2.5,4.0,57,1100.0,100.0,1100.0,100.0,1100.0,100.0,1100.0,100.0,1100.0,100.0,1100.0,100.0,1100.0,100.0
526,Don Antonio's,Los Angeles,90064.0,11755 W Pico Blvd,3103122090.0,mexican,mexican,other,2.0,3.75,1175,2.0,3.5,1089,2.5,4.0,86,1100.0,2230.0,1100.0,2230.0,1100.0,2300.0,1100.0,2230.0,1100.0,2300.0,1000.0,2300.0,1000.0,2230.0
527,Gyu-Kaku Japanese BBQ Dining,Los Angeles,90064.0,10925 W Pico Blvd,3102348641.0,barbecue,japanese,barbecue,2.0,3.75,979,2.0,3.5,926,2.5,4.0,53,1130.0,2330.0,1130.0,2330.0,1130.0,2330.0,1130.0,2330.0,1130.0,2330.0,1130.0,2330.0,1130.0,2330.0
