id,name,city,zipcode,address,phone,category,category_loc,category_food,price,rating,review_count,hours_sun_open,hours_sun_close,hours_mon_open,hours_mon_close,hours_tue_open,hours_tue_close,hours_wed_open,hours_wed_close,hours_thu_open,hours_thu_close,hours_fri_open,hours_fri_close,hours_sat_open,hours_sat_close
452,Musso & Frank Grill,Los Angeles,90028.0,6667 Hollywood Blvd,3234677788.0,steakhouse,american,steakhouse,3.5,4.25,2082,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1600.0,2100.0,1100.0,2300.0
453,101 Coffee Shop,Los Angeles,90028.0,6145 Franklin Ave,3234671175.0,cafe,american,cafe,2.25,3.75,1343,700.0,300.0,700.0,300.0,700.0,300.0,700.0,300.0,700.0,300.0,700.0,300.0,700.0,300.0
454,Wood & Vine,Los Angeles,90028.0,6280 Hollywood Blvd,3233343360.0,bars,american,bars,2.25,3.75,1238,1700.0,2400.0,1700.0,2400.0,1700.0,2400.0,1700.0,200.0,1100.0,1430.0,1600.0,200.0,1000.0,1430.0
455,Stella Barra Hollywood,Los Angeles,90028.0,6372 W Sunset Blvd,3233014001.0,pizza,american,pizza,2.25,4.25,1037,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2400.0,1100.0,2400.0,1100.0,2200.0
456,Panda Express,Los Angeles,90028.0,5543 W Sunset Blvd,3234606430.0,fast food,chinese,fast food,1.0,3.5,141,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0
457,Burger King,Los Angeles,90028.0,5609 W Sunset Blvd,3234676708.0,fast food,other,fast food,1.0,3.0,75,600.0,2400.0,600.0,2400.0,600.0,2400.0,600.0,2400.0,600.0,2400.0,600.0,2400.0,700.0,2400.0
458,Subway,Los Angeles,90028.0,5537 Sunset Blvd,3238711090.0,fast food,other,fast food,1.0,3.25,46,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0
459,Beauty & Essex,Los Angeles,90028.0,1615 Cahuenga Blvd,3236768880.0,american,american,other,3.5,4.25,558,1800.0,2300.0,1800.0,2400.0,1800.0,2400.0,1800.0,2400.0,1800.0,2400.0,1700.0,2400.0,1100.0,2300.0
460,California Wings Cafe,Los Angeles,90028.0,1649 N Cahuenga Blvd,3234652000.0,american,american,other,1.0,4.0,216,1200.0,2200.0,1200.0,2200.0,1200.0,2200.0,1200.0,2200.0,1200.0,2300.0,1200.0,2300.0,1100.0,2200.0
461,Mama Shelter,Los Angeles,90028.0,6500 Selma Ave,3237856666.0,breakfast & brunch,american,breakfast & brunch,2.25,3.75,266,700.0,2300.0,700.0,2300.0,700.0,2300.0,700.0,2300.0,700.0,2400.0,700.0,2400.0,700.0,2400.0
462,Mama Shelter,Los Angeles,90028.0,6500 Selma Ave,3237856600.0,american,american,other,2.25,3.75,222,1200.0,2400.0,1200.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0
463,Luchini Pizzeria & Bar,Los Angeles,90028.0,1607 Cahuenga Blvd,3235937771.0,pizza,italian,pizza,1.0,3.75,75,1700.0,200.0,1700.0,300.0,1700.0,200.0,1700.0,300.0,1700.0,300.0,1700.0,300.0,1700.0,200.0
464,Saint Felix Hollywood,West Hollywood,90028.0,1602 N Cahuenga Blvd,3234695001.0,bars,american,bars,2.25,4.25,683,1200.0,200.0,1200.0,200.0,1200.0,200.0,1200.0,200.0,1200.0,200.0,1200.0,200.0,1100.0,200.0
465,Running Goose,Los Angeles,90028.0,1620 N Cahuenga Blvd,3234691080.0,american,american,other,2.25,4.5,579,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1000.0,2300.0,1000.0,2200.0
466,Smokes Poutinerie,Los Angeles,90028.0,1552 N Cahuenga Blvd,3237450267.0,fast food,other,fast food,1.0,4.0,441,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,400.0,1100.0,400.0,1100.0,2200.0
467,Trejo's Cantina,Los Angeles,90028.0,1556 N Cahuenga Blvd,3234618226.0,mexican,mexican,other,2.25,3.75,325,1130.0,2200.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2200.0
468,Johnnie's Pastrami,Culver City,90230.0,4017 Sepulveda Blvd,3103976654.0,american,american,other,2.25,4.0,1742,1000.0,100.0,1000.0,100.0,1000.0,230.0,1000.0,230.0,1000.0,330.0,1000.0,330.0,1000.0,100.0
469,Gjelina,Los Angeles,90291.0,1429 Abbot Kinney Blvd,3104501429.0,pizza,american,pizza,2.75,3.75,5074,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0
470,Baby Blues BBQ,Los Angeles,90291.0,444 Lincoln Blvd,3103967675.0,barbecue,american,barbecue,2.25,4.25,2485,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0
471,South End,Los Angeles,90291.0,2805 Abbot Kinney Blvd,4242284736.0,pizza,italian,pizza,2.25,4.5,721,1600.0,2200.0,1600.0,2200.0,1600.0,2200.0,1600.0,2200.0,1630.0,2300.0,1630.0,2300.0,1630.0,2200.0
472,Tasting Kitchen,Los Angeles,90291.0,1633 Abbot Kinney Blvd,3103926644.0,breakfast & brunch,american,breakfast & brunch,3.5,3.75,1636,1730.0,2400.0,1730.0,2400.0,1730.0,2400.0,1730.0,2400.0,1730.0,2400.0,1030.0,1430.0,1730.0,2400.0
473,Wurstkuche,Los Angeles,90291.0,625 Lincoln Blvd,2136874444.0,other,other,other,2.25,4.25,1465,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0
474,Lemonade,Los Angeles,90291.0,1661 Abbot Kinney Blvd,3104526200.0,american,american,other,2.25,4.25,1651,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0
475,Cafe Gratitude,Los Angeles,90291.0,512 Rose Ave,4242318000.0,cafe,american,cafe,2.25,4.25,1144,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0
476,Rose Cafe Restaurant,Los Angeles,90291.0,220 Rose Ave,3103990711.0,cafe,american,cafe,2.25,3.75,1437,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2300.0,800.0,2300.0,800.0,2200.0
477,Gjusta,Los Angeles,90291.0,320 Sunset Ave,3103140320.0,cafe,american,cafe,2.25,4.25,1154,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0
478,Chaya Venice,Los Angeles,90291.0,110 Navy St,3103961179.0,sushi,japanese,sushi,2.75,4.0,1063,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2300.0,1700.0,2300.0,1700.0,2200.0
479,Abbot's Pizza Company,Los Angeles,90291.0,1407 Abbot Kinney Blvd,3103967334.0,pizza,italian,pizza,1.0,4.0,996,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2400.0,1100.0,2400.0,1100.0,2300.0
480,mao's kitchen,Los Angeles,90291.0,1512 Pacific Ave,3105818305.0,chinese,chinese,other,1.5,3.5,993,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,300.0,1130.0,300.0,1130.0,2230.0
481,Komodo,Los Angeles,90291.0,235 Main St,3102556742.0,american,american,other,1.5,4.25,797,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2200.0,1100.0,2200.0,1100.0,2100.0
482,Flake,Los Angeles,90291.0,513 Rose Ave,3103962333.0,cafe,american,cafe,1.0,4.5,858,700.0,1530.0,700.0,1530.0,700.0,1530.0,700.0,1530.0,700.0,1530.0,700.0,1530.0,700.0,1530.0
483,Venice Ale House,Los Angeles,90291.0,2 Rose Ave,3103148253.0,american,american,other,2.25,3.75,1133,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2400.0,1000.0,2400.0,1000.0,2100.0
484,La Cabana Restaurant,Los Angeles,90291.0,738 Rose Ave,3103927973.0,mexican,mexican,other,2.25,3.75,775,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,300.0
485,Casablanca,Los Angeles,90291.0,220 Lincoln Blvd,3103925751.0,breakfast & brunch,mexican,breakfast & brunch,2.25,4.0,779,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,2200.0
486,James Beach,Los Angeles,90291.0,60 N Venice Blvd,3108235396.0,bars,american,bars,2.25,3.75,855,1800.0,2230.0,1800.0,2230.0,1130.0,100.0,1130.0,100.0,1130.0,100.0,1100.0,100.0,1100.0,100.0
487,Salt Air,Los Angeles,90291.0,1616 Abbot Kinney Blvd,3103969333.0,seafood,american,seafood,2.75,3.75,810,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1000.0,2300.0,1000.0,2200.0
488,Sidewalk Cafe,Los Angeles,90291.0,1401 Ocean Front Walk,3103995547.0,cafe,american,cafe,2.25,3.5,1131,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0
489,Superba Food + Bread,Los Angeles,90291.0,1900 S Lincoln Blvd,3109075075.0,cafe,american,cafe,2.25,4.25,775,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2300.0,700.0,2300.0,700.0,2200.0
490,The Butcher's Daughter,Los Angeles,90291.0,1205 Abbot Kinney Blvd,3109813004.0,cafe,american,cafe,2.25,4.0,871,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2230.0,800.0,2230.0,800.0,2200.0
491,Centanni,Los Angeles,90291.0,1700 Lincoln Blvd,3103147275.0,italian,italian,other,2.25,4.5,618,1700.0,2100.0,1700.0,2100.0,1700.0,2100.0,1700.0,2130.0,1200.0,2130.0,1200.0,2100.0,2400.0,2130.0
492,Tatsu Ramen,Los Angeles,90025.0,2123 Sawtelle Blvd,3106842889.0,japanese,japanese,ramen,2.25,4.25,2572,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,300.0,1100.0,300.0,1100.0,300.0
493,R.O.C. Kitchen,Los Angeles,90025.0,2049 Sawtelle Blvd,3102352089.0,chinese,chinese,other,2.25,3.75,1575,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2230.0,1030.0,2230.0,1030.0,2200.0
494,Hide Sushi,Los Angeles,90025.0,2040 Sawtelle Blvd,3104777242.0,sushi,japanese,sushi,2.25,4.0,1524,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2000.0,1130.0,2100.0
495,Hurry Curry of Tokyo,Los Angeles,90025.0,2131 Sawtelle Blvd,3104731640.0,japanese,japanese,other,1.5,3.75,1418,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,2200.0
496,Tsujita LA,Los Angeles,90025.0,2050 Sawtelle Blvd,3102310222.0,japanese,japanese,ramen,2.25,4.0,1510,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0
497,SushiStop,Los Angeles,90025.0,2053 Sawtelle Blvd,3104733999.0,sushi,japanese,sushi,1.0,4.0,1373,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2300.0,1130.0,2300.0,1130.0,2200.0
498,Nong La Cafe,Los Angeles,90025.0,2055 Sawtelle Blvd,3102681881.0,vietnamese,vietnamese,other,1.5,4.0,1234,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2230.0,1130.0,2230.0,1130.0,2200.0
499,Zankou Chicken,Los Angeles,90025.0,1716 S Sepulveda Blvd,3104440550.0,mediterranean,mediterranean,other,1.0,4.0,1206,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0
500,FuRaiBo,Los Angeles,90025.0,2068 Sawtelle Blvd,3104441432.0,japanese,japanese,other,2.25,3.75,1070,1130.0,1400.0,1730.0,2300.0,1130.0,1400.0,1730.0,2300.0,1130.0,1400.0,1730.0,2300.0,1130.0,1400.0
501,Tofu Ya,Los Angeles,90025.0,2021 Sawtelle Blvd,3104732627.0,korean,korean,other,1.5,3.75,1033,1130.0,2130.0,1130.0,2130.0,1130.0,2130.0,1130.0,2130.0,1130.0,2230.0,1130.0,2230.0,1130.0,2130.0
502,Nook Bistro,Los Angeles,90025.0,11628 Santa Monica Blvd,3102075160.0,bars,american,bars,2.25,4.25,1048,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0
503,Hara Sushi,Los Angeles,90025.0,12222 Wilshire Blvd,3108201021.0,sushi,japanese,sushi,2.25,4.0,1044,1130.0,2200.0,1130.0,2200.0,1130.0,2230.0,1130.0,2230.0,1130.0,2300.0,1200.0,2300.0,1200.0,2200.0
504,Bandera,Los Angeles,90025.0,11700 Wilshire Blvd,3104773524.0,american,american,other,3.5,4.25,1059,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2300.0,1700.0,2300.0,1700.0,2200.0
505,California Chicken Cafe,Los Angeles,90025.0,2005 Westwood Blvd,3104461933.0,american,american,other,2.25,4.25,838,1045.0,2200.0,1045.0,2200.0,1045.0,2200.0,1045.0,2200.0,1045.0,2200.0,1045.0,2200.0,1100.0,2030.0
506,Cafe 50's,Los Angeles,90025.0,11623 Santa Monica Blvd,3104791955.0,cafe,american,cafe,1.5,4.0,913,700.0,2400.0,700.0,2400.0,700.0,2400.0,700.0,2400.0,700.0,100.0,800.0,100.0,800.0,2400.0
507,Seoul House of Tofu,Los Angeles,90025.0,2101 Sawtelle Blvd,3104449988.0,seafood,korean,seafood,2.25,3.75,751,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0
508,Carmines II,Los Angeles,90025.0,10463 Santa Monica Blvd,3104414706.0,italian,italian,other,2.75,4.25,189,1700.0,2200.0,1130.0,1430.0,1700.0,2200.0,1130.0,1430.0,1700.0,2200.0,1130.0,1430.0,1700.0,2200.0
509,India's Tandoori,Los Angeles,90025.0,11819 Wilshire Blvd,3102689100.0,asian other,indian,other,2.25,4.25,830,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1100.0,2200.0,1130.0,2200.0,1130.0,2200.0
510,Nanban-kan Restaurant,Los Angeles,90025.0,11330 Santa Monica Blvd,3104781591.0,barbecue,japanese,barbecue,2.25,4.25,679,1730.0,2230.0,1730.0,2230.0,1730.0,2230.0,1730.0,2230.0,1730.0,2230.0,1730.0,2230.0,1730.0,2230.0
511,California Roll Factory,Los Angeles,90025.0,11629 Santa Monica Blvd,3109962366.0,sushi,japanese,sushi,2.25,4.0,607,1130.0,1430.0,1700.0,2230.0,1130.0,1430.0,1700.0,2230.0,1130.0,1430.0,1700.0,2230.0,1130.0,1430.0
512,En Sushi,Los Angeles,90025.0,11651 Santa Monica Blvd,3104771551.0,sushi,japanese,sushi,2.25,3.75,592,1145.0,2230.0,1145.0,2230.0,1145.0,2230.0,1145.0,2300.0,1145.0,2300.0,1145.0,2300.0,1145.0,2230.0
513,Le Saigon,Los Angeles,90025.0,11611 Santa Monica Blvd,3103122929.0,vietnamese,vietnamese,other,1.5,4.0,543,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,,
514,Monte Alban,Los Angeles,90025.0,11929 Santa Monica Blvd,3104447736.0,mexican,mexican,other,2.25,4.25,557,800.0,2300.0,800.0,2300.0,800.0,2300.0,800.0,2300.0,800.0,2400.0,800.0,2400.0,800.0,2300.0
515,Bar Hayama,Los Angeles,90025.0,1803 Sawtelle Blvd,3102352000.0,sushi,japanese,sushi,2.75,4.25,535,1200.0,1430.0,1730.0,2230.0,1200.0,1430.0,1730.0,2230.0,1200.0,1430.0,1730.0,2230.0,1200.0,1430.0
516,Yamashiro,Los Angeles,90068.0,1999 N Sycamore Ave,3234665125.0,sushi,japanese,sushi,3.5,3.75,3583,1700.0,2300.0,1700.0,2300.0,1700.0,2300.0,1700.0,2300.0,1700.0,2400.0,1700.0,2400.0,1100.0,1500.0
517,Joe's Falafel,Los Angeles,90068.0,3535 Cahuenga Blvd W,3235124447.0,mediterranean,mediterranean,other,1.0,4.5,1471,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2100.0
518,Bea Bea's,Burbank,91505.0,353 N Pass Ave,8188462327.0,cafe,american,cafe,2.25,4.25,3103,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1600.0,700.0,1600.0,700.0,1600.0
519,Bob's Big Boy,Burbank,91505.0,4211 W Riverside Dr,8188439334.0,burger,american,burger,1.5,3.75,1894,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0
520,Pinocchio Italian Restaurant,Burbank,91505.0,3103 W Magnolia Blvd,8188453516.0,pizza,italian,pizza,1.75,4.25,1189,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,2000.0,1000.0,1900.0
521,The Smoke House Restaurant,Burbank,91505.0,4420 W Lakeside Dr,8188453731.0,steakhouse,american,steakhouse,2.25,3.75,1559,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2230.0,1130.0,2230.0,1000.0,2030.0
522,Apple Pan,Los Angeles,90064.0,10801 W Pico Blvd,3104753585.0,fast food,american,fast food,1.5,3.75,2858,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,100.0,1100.0,100.0,1100.0,2400.0,1100.0,1200.0
523,Westside Tavern,Los Angeles,90064.0,10850 W Pico Blvd,3104701539.0,american,american,other,2.25,4.0,1466,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,2200.0
524,Daikokuya,Los Angeles,90064.0,2208 Sawtelle Blvd,3105754999.0,japanese,japanese,ramen,1.5,4.25,1393,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0
525,Bossa Nova,Los Angeles,90064.0,10982 W Pico Blvd,3104410404.0,other,brazilian,other,2.25,3.75,1203,1100.0,100.0,1100.0,100.0,1100.0,100.0,1100.0,100.0,1100.0,100.0,1100.0,100.0,1100.0,100.0
526,Don Antonio's,Los Angeles,90064.0,11755 W Pico Blvd,3103122090.0,mexican,mexican,other,2.25,3.75,1175,1100.0,2230.0,1100.0,2230.0,1100.0,2300.0,1100.0,2230.0,1100.0,2300.0,1000.0,2300.0,1000.0,2230.0
527,Gyu-Kaku Japanese BBQ Dining,Los Angeles,90064.0,10925 W Pico Blvd,3102348641.0,barbecue,japanese,barbecue,2.25,3.75,979,1130.0,2330.0,1130.0,2330.0,1130.0,2330.0,1130.0,2330.0,1130.0,2330.0,1130.0,2330.0,1130.0,2330.0
528,Back House,Los Angeles,90064.0,10915 W Pico Blvd,3104816800.0,sushi,japanese,sushi,2.25,4.0,737,1600.0,2330.0,1600.0,2330.0,1600.0,2330.0,1600.0,2330.0,1600.0,2400.0,1600.0,2400.0,1600.0,2330.0
529,Lenny's Deli,Los Angeles,90064.0,2379 Westwood Blvd,3104755771.0,burger,american,burger,2.25,3.75,1027,700.0,2300.0,700.0,2300.0,700.0,2300.0,700.0,2300.0,700.0,2400.0,700.0,2400.0,700.0,2300.0
530,SunCafe Organic,Los Angeles,91604.0,10820 Ventura Blvd,8183087420.0,american,american,other,2.25,4.5,1898,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2200.0,1000.0,1530.0,1600.0,2200.0
531,Firefly,Los Angeles,91604.0,11720 Ventura Blvd,8187621833.0,american,american,other,3.5,4.25,1709,1700.0,100.0,1700.0,200.0,1700.0,200.0,1700.0,200.0,1700.0,200.0,1700.0,200.0,1000.0,1500.0
532,Black Market Liquor Bar,Los Angeles,91604.0,11915 Ventura Blvd,8184462533.0,american,american,other,2.25,4.25,1422,1700.0,100.0,1700.0,100.0,1700.0,100.0,1700.0,100.0,1700.0,100.0,1100.0,1500.0,1700.0,100.0
533,Lala's,Los Angeles,91604.0,11935 Ventura Blvd,8186234477.0,steakhouse,other,steakhouse,2.25,4.0,1263,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,2200.0
534,Crave Cafe,Los Angeles,91604.0,11992 Ventura Blvd,8187639000.0,cafe,other,cafe,2.25,3.75,1182,,,800.0,1200.0,,,,,,,,,,
535,Sushi Katsu-ya,Los Angeles,91604.0,11680 Ventura Blvd,8189856976.0,sushi,japanese,sushi,2.75,4.25,1181,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0
536,Barrel & Ashes,Los Angeles,91604.0,11801 Ventura Blvd,8186238883.0,barbecue,american,barbecue,2.25,3.75,1200,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1030.0,2300.0,1030.0,2200.0
537,Sushi Dan,Los Angeles,91604.0,11056 Ventura Blvd,8189852254.0,sushi,japanese,sushi,2.25,4.0,992,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2400.0,1100.0,2400.0,1200.0,2300.0
538,Daichan,Los Angeles,91604.0,11288 Ventura Blvd,8189808450.0,japanese,japanese,other,2.25,4.5,809,1130.0,1500.0,1730.0,2100.0,1130.0,1500.0,1730.0,2100.0,1130.0,1500.0,1730.0,2100.0,1130.0,1500.0
539,Iroha,Los Angeles,91604.0,12953 Ventura Blvd,8189909559.0,sushi,japanese,sushi,2.75,4.25,954,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0
540,The Six,Los Angeles,91604.0,12650 Ventura Blvd,8187612319.0,american,american,other,2.25,4.0,964,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1000.0,2200.0,1000.0,2200.0
541,Hugo's Tacos,Los Angeles,91604.0,4749 Coldwater Canyon Ave,8187627771.0,fast food,mexican,fast food,1.0,3.75,857,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0
542,Vitello's,Los Angeles,91604.0,4349 Tujunga Ave,8187690905.0,italian,italian,other,2.25,3.5,855,1100.0,1500.0,1700.0,2200.0,1100.0,1500.0,1700.0,2200.0,1100.0,1500.0,1700.0,2200.0,1100.0,1500.0
543,Shiki By Tanaka,Los Angeles,91604.0,12745 1/2 Ventura Blvd,8184873938.0,sushi,japanese,sushi,2.25,4.25,732,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2330.0,1130.0,2330.0,1130.0,2230.0
544,Jerry's Famous Deli,Los Angeles,91604.0,12655 Ventura Blvd,8189804245.0,american,american,other,2.25,3.0,736,700.0,100.0,700.0,100.0,700.0,100.0,700.0,100.0,700.0,300.0,700.0,300.0,700.0,100.0
545,Tuning Fork Gastropub,Los Angeles,91604.0,12051 Ventura Pl,8186230734.0,american,american,other,2.25,4.25,569,1100.0,2145.0,1100.0,2145.0,1100.0,2145.0,1100.0,2145.0,1100.0,2245.0,1100.0,2245.0,1100.0,2145.0
546,Il Tramezzino,Los Angeles,91604.0,13031 Ventura Blvd,8187842244.0,pizza,italian,pizza,2.25,4.5,522,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2200.0,900.0,2200.0,900.0,1900.0
547,Caioti Pizza Cafe,Los Angeles,91604.0,4346 Tujunga Ave,8187613588.0,pizza,italian,pizza,2.25,3.75,499,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2300.0,900.0,2300.0,900.0,2230.0
548,Gangadin Restaurant,Los Angeles,91604.0,12067 Ventura Pl,8185090722.0,seafood,indian,seafood,2.25,4.0,496,1130.0,1400.0,1730.0,2130.0,1130.0,1400.0,1730.0,2130.0,1130.0,1400.0,1730.0,2130.0,1130.0,1400.0
549,Ahi Sushi,Los Angeles,91604.0,12915 Ventura Blvd,8189810277.0,sushi,japanese,sushi,2.25,4.25,410,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2330.0,1230.0,2330.0,1230.0,2200.0
550,The Village,Los Angeles,91604.0,12345 Ventura Blvd,8187529222.0,other,other,other,2.25,3.75,640,1700.0,100.0,1700.0,100.0,1700.0,100.0,1700.0,100.0,1700.0,100.0,1700.0,100.0,1700.0,100.0
551,Carney's,Los Angeles,91604.0,12601 Ventura Blvd,8187618300.0,fast food,american,fast food,1.0,4.0,632,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2400.0,1100.0,2400.0,1100.0,2200.0
552,Lemonade,Los Angeles,91604.0,12401 Ventura Blvd,8189855700.0,american,american,other,2.25,4.0,521,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0
553,Rocco's Tavern,Los Angeles,91604.0,12514 Ventura Blvd,8189859876.0,pizza,american,pizza,2.25,4.0,477,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0
554,Santouka Ramen,Los Angeles,90066.0,3760 S Centinela Ave,3103911101.0,japanese,japanese,ramen,1.0,4.5,2141,1100.0,2030.0,1100.0,2030.0,1100.0,2030.0,1100.0,2030.0,1100.0,2030.0,1100.0,2030.0,1100.0,2030.0
555,A-Frame,Los Angeles,90066.0,12565 Washington Blvd,3103987700.0,breakfast & brunch,american,breakfast & brunch,2.25,3.75,1880,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2400.0,1000.0,1530.0,1700.0,2400.0
556,Casa Sanchez,Los Angeles,90066.0,4500 S Centinela Ave,3103979999.0,mexican,mexican,other,2.25,4.25,1141,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2400.0,1700.0,2400.0,1600.0,2200.0
557,Samosa House,Los Angeles,90066.0,11510 W Washington Blvd,3103986766.0,fast food,indian,fast food,1.0,4.0,942,1030.0,2130.0,1030.0,2130.0,1030.0,2130.0,1030.0,2130.0,1030.0,2130.0,1030.0,2130.0,1030.0,2130.0
