id,name,category_1,category_2,address,city,zipcode,phone,price,rating,review_count,hours_sun_open,hours_sun_close,hours_mon_open,hours_mon_close,hours_tue_open,hours_tue_close,hours_wed_open,hours_wed_close,hours_thu_open,hours_thu_close,hours_fri_open,hours_fri_close,hours_sat_open,hours_sat_close
b1667,Cafe Chez Marie,French,Cafe,10681 Santa Monica Blvd,Los Angeles,90025,3104752949,2.5,4,24,,,800,1600,800,1600,800,1600,800,1600,800,1600,,
b1668,Rahel Ethiopian Vegan Cuisine,African,Ethiopian,1047 S Fairfax Ave,Los Angeles,90019,3239378401,2.5,4,21,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2300,1100,2300
b1669,Peppone,Italian,,11628 Barrington Ct,Los Angeles,90049,3104767379,4,4,40,1630,2300,1730,2300,1730,2300,1730,2300,1730,2300,1730,2330,1730,2330
b1670,Malibu Fish Grill,American,Seafood,8000 W Sunset Blvd,Los Angeles,90046,3236507700,2.5,4.5,27,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300
b1671,Duck House,Chinese,Asian,501 S Atlantic Blvd,Monterey Park,91754,6262843227,2.5,4,32,1130,1500,1130,1500,1130,1500,1130,1500,1130,1500,1130,1500,1130,1500
b1672,Chinese Friends Restaurant,Chinese,Asian,984 N Broadway,Los Angeles,90012,2139729089,2.5,4,21,1130,1500,1130,1500,,,1130,1500,1130,1500,1130,1500,1130,1500
b1673,Empress Harbor,Chinese,Asian,111 N Atlantic Blvd,Monterey Park,91754,6263008833,2.5,4,31,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200
b1674,Everson Royce Bar,Spanish,,1936 E 7th St,Los Angeles,90021,2133356166,2.5,4.5,12,,,,,,,,,,,,,,
b1675,Rocio's Mole De Los Dioses,Mexican,Latin,8255 Sunland Blvd,Los Angeles,91352,8182526415,2.5,4.5,21,1100,1000,1100,1000,1100,1000,1100,1000,1100,1000,1100,1000,1100,1000
b1676,Sari Sari Store,Filipino,Asian,317 S Broadway,Los Angeles,90013,3233204020,2.5,4.5,11,800,2000,800,1500,800,1500,800,2000,800,2000,800,2000,800,2000
b1677,Pizza Bella,Italian,Pizza,1900 N Highland Ave,Los Angeles,90068,3238765961,1,4.5,20,,,,,,,,,,,,,,
b1678,Sushi Katsu-Ya,Japanese,Sushi,9701 Reseda Blvd,Los Angeles,91324,8186781700,2.5,4,16,1730,2200,2400,1430,2400,1430,2400,1430,2400,1430,2400,1430,2400,1430
b1679,California Pizza Kitchen,Pizza,Italian,6600 Topanga Canyon Blvd Unit 51E,Los Angeles,91303,8188848858,2.5,4,45,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100
b1680,JINYA Ramen Bar Mid- Wilshire,Japanese,Asian,5168 Wilshire Blvd,Los Angeles,90036,3239546477,1,4.5,16,1130,1500,1130,1500,1130,1500,1130,1500,1130,1500,1130,1500,1130,1500
b1681,Vintage Enoteca,Italian,Spanish,7554 W Sunset Blvd,Los Angeles,90046,3235125278,2.5,4.5,17,1100,1200,2400,1200,2400,1200,2400,1200,2400,1200,2400,1200,1100,1200
b1682,E.A.K. Ramen,Japanese,Asian,7455 Melrose Ave,Los Angeles,90046,3238661866,2.5,4.5,11,1130,2300,1130,2300,1130,2300,1130,2300,1130,2300,1130,100,1130,100
b1683,Aeirloom Bakery,Cafe,Vegan Options,10550 Riverside Dr,Los Angeles,91602,8187541955,,4.5,24,800,1700,800,1700,800,1700,800,1700,800,1700,800,1700,800,1700
b1684,El Patron,Mexican,Latin,5545 Reseda Blvd,Los Angeles,91356,8186433033,2.5,4,25,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,1200,1100,1200
b1685,BREADBAR Century City,American,French,10250 Santa Monica Blvd,Los Angeles,90067,3102773770,2.5,4,36,830,2100,830,2100,830,2100,830,2100,830,2100,2030,2200,2030,2200
b1686,Souplantation,American,Soups,8491 W 3rd St,Los Angeles,90048,3236550381,1,4,23,900,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2200,1100,2200
b1687,Plan Check Kitchen,,,1111 Wilshire Blvd,Los Angeles,90017,2134031616,2.5,4.5,11,,,,,,,,,,,,,,
b1688,1739 Public House,,,1739 N Vermont Ave,Los Angeles,90027,3236631739,2.5,4,24,1430,2200,1430,2200,1430,2200,1430,2200,1430,2200,1430,2200,1430,2200
b1689,Cana Rum Bar,American,,714 W Olympic Blvd,Los Angeles,90015,2137457090,,4.5,15,2000,200,2000,200,2000,200,2000,200,2000,200,1800,200,2000,200
b1690,Katsuya - Glendale - SBE,Japanese,Sushi,702 Americana Way,Glendale,91210,8182445900,2.5,3.5,84,1130,2100,1130,2100,1130,2100,1130,2100,1130,2100,1130,2200,1130,2200
b1691,Myung Dong Kyoja,Asian,Korean,3630 Wilshire Blvd,Los Angeles,90010,2133857789,1,4,23,800,1200,800,1200,800,1200,800,1200,800,1200,800,300,800,1200
b1692,In-N-Out Burger,American,Fast Food,19920 Ventura Blvd,Los Angeles,91364,8007861000,1,4.5,15,1030,100,1030,100,1030,100,1030,100,1030,100,1030,130,1030,130
b1693,Lucky Strike,American,,800 W Olympic Blvd,Los Angeles,90015,2135424880,2.5,4,29,1100,100,1130,100,1130,100,1130,100,1130,100,1130,200,1100,200
b1694,Vegetable,Cafe,Soups,3711 Cahuenga Blvd,Los Angeles,91604,8187541149,2.5,4.5,17,,,,,,,,,,,,,,
b1695,Babouch,Moroccan,Middle Eastern,810 S Gaffey St,Los Angeles,90731,3108310246,2.5,4,29,1700,2200,,,1700,2200,1700,2200,1700,2200,1700,2200,1700,2200
b1696,Overland Cafe,American,Cafe,3601 Overland Ave,Los Angeles,90034,3105599999,2.5,4,37,800,2200,700,2300,700,2300,700,2300,700,2300,700,2300,800,2300
b1697,Whole Foods Market,American,Vegetarian Friendly,239 N Crescent Dr,Beverly Hills,90210,3102743360,2.5,4.5,76,700,2200,700,2200,700,2200,700,2200,700,2200,700,2200,700,2200
b1698,Chipotle Mexican Grill,Mexican,,7660 W Sunset Blvd,Los Angeles,90046,3239525160,1,4.5,16,1030,2200,1030,2200,1030,2200,1030,2200,1030,2200,1030,2200,1030,2200
b1699,Mustard Seed Cafe,Cafe,International,1948 Hillhurst Ave,Los Angeles,90027,3236600670,2.5,4,28,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200
b1700,Michelangelo Ristorante,Italian,Pizza,2742 Rowena Ave,Los Angeles,90039,3236604843,2.5,4.5,24,1000,2200,2400,2200,2400,2200,2400,2200,2400,2200,2400,2200,1000,2200
b1701,Bacari GDL,Italian,American,757 Americana Way,Glendale,91210,8186961460,2.5,4,17,,,,,,,,,,,,,,
b1702,Forage,Healthy,,3823 W Sunset Blvd,Los Angeles,90026,3236636885,2.5,4.5,17,,,,,1130,1500,1130,1500,1130,1500,1130,1500,1730,2130
b1703,Ramenya,Japanese,Asian,11555 W Olympic Blvd,Los Angeles,90064,3105759337,1,4,26,1130,2130,1130,2130,1130,2130,1130,2130,1130,2130,1130,2130,1130,2130
b1704,Street Churros,,,6801 Hollywood Blvd,West Hollywood,90028,,,5,10,,,,,,,,,,,,,,
b1705,Health Nut,Vegetarian Friendly,Vegan Options,23373 Mulholland Dr,Los Angeles,91364,8182227391,2.5,4,21,,,900,1930,900,1930,900,1930,900,1930,900,1930,1000,1900
b1706,Rosalind's Ethiopian Cuisine,African,Ethiopian,1044 S Fairfax Ave,Los Angeles,90019,3239362486,2.5,4,29,1100,200,1100,200,1100,200,1100,200,1100,200,1100,200,1100,200
b1707,Green Apple China Bistro,Chinese,Asian,12265 Ventura Blvd Ste 112,Los Angeles,91604,8189805888,2.5,4,30,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2230,1100,2230
b1708,Sakana Sushi Lounge,Sushi,,321 W 9th St,Los Angeles,90015,2136830008,,5,9,1130,1400,1130,1400,1130,1400,1130,1400,1130,1400,1130,1400,1130,1400
b1709,The Wooden Fork,Italian,Mediterranean,316 N Brand Blvd,Glendale,91203,8182415010,2.5,4.5,16,800,1800,800,1800,800,1800,800,1800,800,1800,800,1800,800,1800
b1710,The Hotel Cafe,,,1623 1/2 N Cahuenga Blvd,Los Angeles,90028,3234612040,,4.5,12,1830,100,1830,100,1830,100,1830,100,1830,100,1830,130,1830,130
b1711,Athenaeum,American,Gluten Free Options,551 S Hill Ave,Pasadena,91106,6263958200,4,4.5,41,,,,,,,,,,,,,,
b1712,Denny's,American,,530 Ramirez St,Los Angeles,90012,2136246376,1,3.5,49,1200,2359,1200,2359,1200,2359,1200,2359,1200,2359,1200,2359,1200,2359
b1713,City Thai,Asian,Thai,48 S Fair Oaks Ave,Pasadena,91105,6265771500,2.5,4,34,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2230,1100,2230
b1714,Castle Korean BBQ,Korean,Barbecue,3600 Wilshire Blvd,Los Angeles,90010,2133881988,1,4,36,1030,2330,1030,2330,1030,2330,1030,2330,1030,2330,1030,2330,1030,2330
b1715,Take a Bao,Chinese,Asian,10250 Santa Monica Blvd,Los Angeles,90067,3105511100,2.5,4.5,24,1130,1930,1100,2030,1100,2030,1100,2030,1100,2030,1100,2100,1100,2100
b1716,Denny's,American,,2727 Via Campo,Montebello,90640,3237223424,1,4.5,13,,,,,,,,,,,,,,
b1717,Koraku Restaurant,Japanese,Asian,314 E 2nd St,Los Angeles,90012,2136874972,1,4,33,1100,1200,1100,300,1100,300,1100,300,1100,300,1100,300,1100,300
b1718,Ocean Seafood,Chinese,Seafood,750 N Hill St,Los Angeles,90012,2136873088,2.5,3.5,97,930,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1000,2100
b1719,Angel City Cafe,International,,21136 Ventura Blvd,Los Angeles,91364,8187139500,2.5,4.5,22,900,2200,,,1130,2200,1130,2200,1130,2200,1130,2300,900,2300
b1720,Yamato Restaurant,Japanese,Sushi,17200 Ventura Blvd Ste 219,Los Angeles,91316,8189059920,2.5,4,20,1700,2230,1130,1430,1130,1430,1130,1430,1130,1430,1130,1430,1700,2300
b1721,Yahaira's Cafe,Mexican,Cafe,698 E Colorado Blvd,Pasadena,91101,6268443254,2.5,4.5,47,900,1500,800,1500,800,1500,800,1500,800,2100,800,2100,800,2100
b1722,Bird's Nest Cafe,American,Cafe,2403 S Vermont Ave,Los Angeles,90007,3236417986,1,4.5,11,,,,,,,,,,,,,,
b1723,In-N-Out Burger,Fast Food,,4444 Van Nuys Blvd,Los Angeles,91403,8007861000,1,4,24,1030,100,1030,100,1030,100,1030,100,1030,100,1030,130,1030,130
b1724,Seafood Village Restaurant,Seafood,Chinese,684 W Garvey Ave,Monterey Park,91754,6262890088,2.5,4.5,23,1100,1200,1100,1200,1100,1200,1100,1200,1100,1200,1100,1200,1100,1200
b1725,Moruno,Mediterranean,Spanish,6333 W 3rd St,Los Angeles,90036,3233721251,2.5,4.5,16,1100,2300,1100,1800,1100,1800,1100,1800,1100,2300,1100,2300,1100,2300
b1726,Cafe Brentwood,American,Cafe,150 S Barrington Ave,Los Angeles,90049,3104720766,2.5,4,19,800,2100,800,2100,800,2100,800,2100,800,2100,800,2100,800,2100
b1727,Sushi Masu,Japanese,Sushi,1911 Westwood Blvd,Los Angeles,90025,3104464368,2.5,4.5,23,1730,2200,,,2400,1430,2400,1430,2400,1430,2400,1430,1730,2230
b1728,BJ's Restaurant & Brewhouse,American,,101 N Brand Blvd,Glendale,91203,8188440160,2.5,4,60,1000,1200,1100,1200,1100,1200,1100,1200,1100,1200,1100,100,1000,100
b1729,Little Cafe,Cafe,,19204 Ventura Blvd,Los Angeles,91356,8187058335,2.5,4.5,17,800,1500,700,1500,700,1500,700,1500,700,1500,700,1500,800,1500
b1730,The Boiling Crab,Seafood,,10875 Kinross Ave,Los Angeles,90024,3102084888,2.5,4,19,,,,,,,,,,,,,,
b1731,Rustic Kitchen,American,Mediterranean,3523 S Centinela Ave,Los Angeles,90066,3103901500,2.5,4.5,13,1000,2200,800,2200,,,800,2200,800,2200,800,2300,1000,2300
b1732,Cafe Brasil,Latin,South American,10831 Venice Blvd,Los Angeles,90034,3108378957,2.5,4,24,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200
b1733,Nonna's Empinadas,,,6333 W 3rd St,Los Angeles,90036,,,4.5,10,900,1900,900,2100,900,2100,900,2100,900,2100,900,2100,900,2000
b1734,Pimai Restaurant,Asian,Thai,5833 Franklin Ave,Los Angeles,90028,3234617841,1,4,24,1700,2200,1700,2200,1700,2200,1700,2200,1700,2200,1100,1500,1700,2300
b1735,Cabbage Patch,American,Vegetarian Friendly,520 W 6th St,Los Angeles,90014,2134894489,1,4.5,19,,,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,,
b1736,The Original Rinaldi's,American,,6171 W Century Blvd,Los Angeles,90045,4243518799,1,4.5,11,,,,,,,,,,,,,,
b1737,Yojie Japanese Fondue and Sake Bar,Japanese,Asian,501 W Olympic Blvd Unit 102,Los Angeles,90015,2139888808,2.5,4.5,17,1130,2200,1130,2200,1130,2200,1130,2200,1130,2200,1130,1200,1130,1200
b1738,New Capital Seafood Restaurant,Chinese,Seafood,140 W Valley Blvd Fl 4,San Gabriel,91776,6262881899,2.5,4,42,800,100,800,100,800,100,800,100,800,100,800,100,800,100
b1739,Villa Blanca,Italian,American,9601 Brighton Way,Beverly Hills,90210,3108597600,2.5,4,691,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200
b1740,The Rock Store,American,Cafe,30354 Mulholland Highway Cornell,Los Angeles,,8188891311,1,4,21,700,1800,,,,,,,,,900,1800,700,1800
b1741,Los Tacos,Mexican,,7954 Santa Monica Blvd,Los Angeles,90046,3238489141,1,4.5,20,1200,2359,1200,2359,1200,2359,1200,2359,1200,2359,1200,2359,1200,2359
b1742,The Capri Italian Restaurant,Italian,Pizza,Viale Giacomo Matteotti 15,Los Angeles,413,3232573225,2.5,4.5,19,1000,2200,1100,2200,,,1100,2200,1100,2200,1100,2300,1100,2300
b1743,Trasteverse,Italian,,Hollywood and highland,West Hollywood,,3239623700,2.5,4,18,,,,,,,,,,,,,,
b1744,Joey's Cafe,American,Cafe,8301 Santa Monica Blvd,West Hollywood,90069,3238220671,2.5,4,54,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200
b1745,Munch Box,Fast Food,,21532 Devonshire St,Los Angeles,91311,8189989240,1,4.5,21,,,1030,1700,1030,1700,1030,1700,1030,1700,1030,1700,1030,1600
b1746,La Poubelle,French,,5907 Franklin Ave,Los Angeles,90028,3234650807,2.5,3.5,57,1000,300,1600,200,1600,200,1600,200,1600,200,1600,200,1000,300
b1747,Mandarette,Chinese,Asian,8386 Beverly Blvd,Los Angeles,90048,3236556115,2.5,4,38,2400,2200,1100,2230,1100,2230,1100,2230,1100,2230,1100,2330,2400,2330
b1748,Uncle John's Cafe,Chinese,Asian,836 S Grand Ave,Los Angeles,90017,2136233555,1,4.5,14,,,630,1500,630,1500,630,1500,630,1500,630,1500,700,1500
b1749,Farsi Cafe,Middle Eastern,Persian,1916 Westwood Blvd,Los Angeles,90025,3104754500,2.5,4.5,17,1100,2230,1100,2200,1100,2200,1100,2200,1100,2200,1100,2230,1100,2230
b1750,Govinda's Natural Food Restaurant,Indian,Vegetarian Friendly,3764 Watseka Ave,Los Angeles,90034,3108361269,,4.5,18,2400,1600,1100,1500,1100,1500,1100,1500,1100,1500,1100,1500,1100,1500
b1751,Olio Pizzeria & Cafe,Pizza,Italian,8075 W 3rd St,Los Angeles,90048,,2.5,4,27,1030,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1030,2200
b1752,Cava,Mediterranean,Middle Eastern,1073 Broxton Ave,Los Angeles,90024,3108606288,1,4.5,14,,,,,,,,,,,,,,
b1753,Radhika,Indian,Vegetarian Friendly,966 Mission St,South Pasadena,91030,6267992200,2.5,4,21,1100,2200,1100,1500,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200
b1754,Chick fil A of UCLA,Fast Food,,900 Westwood Blvd,Los Angeles,90024,3104438900,1,4,19,,,630,2230,630,2230,630,2230,630,2230,630,2330,630,2330
b1755,Noah's Bagels,Cafe,Fast Food,10910 Lindbrook Dr,Los Angeles,90024,3104430701,1,4.5,20,700,1600,600,1700,600,1700,600,1700,600,1700,600,1700,630,1600
b1756,The Habit,Fast Food,,9243 Winnetka Ave,Los Angeles,91311,8187730257,1,4.5,21,1030,2200,1030,2200,1030,2200,1030,2200,1030,2200,1030,2300,1030,2300
b1757,El Cochinito Restaurant,Caribbean,Latin,3508 W Sunset Blvd,Los Angeles,90026,3236680737,2.5,4.5,25,1100,2030,1100,2030,1100,2030,1100,2030,1100,2100,1100,2100,1100,2100
b1758,Ronnie's Diner,American,,12740 Culver Blvd Ste J,Los Angeles,90066,3105789399,1,4,26,730,1430,700,1430,700,1430,700,1430,700,1430,700,1430,730,1430
b1759,Tompkins Square,,,8522 Lincoln Blvd,Los Angeles,90045,3106701212,2.5,4.5,15,1100,200,1100,200,1100,200,1100,200,1100,200,1100,200,1100,200
b1760,India's Tandoori,Indian,Vegetarian Friendly,11819 Wilshire Blvd,Los Angeles,90025,3102689100,2.5,4,22,2400,2200,1130,1430,1130,1430,1130,1430,1130,1430,1130,1430,2400,2200
b1761,El Taurino,Mexican,Latin,1104 S Hoover St,Los Angeles,90006,2137389197,1,4,42,,,830,300,830,300,830,300,830,300,830,1200,,
b1762,Ike Sushi,Japanese,Sushi,6051 Hollywood Blvd Ste 105,Los Angeles,90028,3238569972,2.5,4.5,33,,,2400,1430,2400,1430,2400,1430,2400,1430,2400,1430,1730,2200
b1763,Corner Bakery Cafe,American,Cafe,100 N La Cienega Blvd,Los Angeles,90048,3103589146,1,4,40,800,2100,700,2100,700,2100,700,2100,700,2100,700,2200,700,2200
b1764,Chipotle Mexican Grill,Mexican,Fast Food,110 S Fairfax Ave,Los Angeles,90036,3238570608,1,4,22,1030,2200,1030,2200,1030,2200,1030,2200,1030,2200,1030,2200,1030,2200
b1765,Boston Lobster,Asian,Chinese,727 E Valley Blvd,San Gabriel,91776,6262884388,2.5,4.5,29,1130,2130,1130,2130,1130,2130,1130,2130,1130,2130,1130,2130,1130,2130
b1766,Maria's Italian Kitchen,Italian,Pizza,9161 Reseda Blvd,Los Angeles,91324,8183415114,2.5,4,22,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2230,1100,2230
b1767,Teru Sushi,Japanese,Sushi,11940 Ventura Blvd,Los Angeles,91604,8187636201,2.5,4,32,1700,2200,2400,1430,2400,1430,2400,1430,2400,1430,2400,1430,1730,2330
b1768,The Grain Cafe,Cafe,,4222 W Pico Blvd,Los Angeles,90019,3239314034,2.5,4.5,11,800,2200,600,2200,600,2200,600,2200,600,2200,600,2200,600,2200
b1769,King Taco,Mexican,Fast Food,45 N Arroyo Pkwy,Pasadena,91103,6267920405,1,4,68,830,1200,700,1200,700,1200,700,1200,700,1200,700,300,800,300
b1770,Miya Sushi,Japanese,Sushi,5215 Laurel Canyon Blvd,Los Angeles,91607,8187608662,,5,12,1730,2200,,,1130,1430,1130,1430,1130,1430,1130,1430,1730,2200
b1771,Quality Food & Beverage,American,International,8030 W 3rd St,Los Angeles,90048,3236585959,2.5,4,30,800,1500,800,1500,800,1500,800,1500,800,1500,800,1500,800,1500
b1772,Local Ice,American,,12747 Ventura Blvd,Los Angeles,91604,8185058111,1,4.5,11,1300,2200,1300,2200,1300,2200,1300,2200,1300,2200,1300,2300,1300,2300
b1773,The Otheroom,,,1201 Abbot Kinney Blvd,Los Angeles,90291,3103966230,2.5,4,28,1700,200,1700,200,1700,200,1700,200,1700,200,1700,200,1700,200
b1774,Daily Dose,Cafe,,1820 Industrial St Ste 104,Los Angeles,90021,2132819300,2.5,4.5,14,900,1800,700,2200,700,2200,700,2200,700,2200,700,2200,800,2200
b1775,Umami Burger,American,,738 E 3rd St,Los Angeles,90013,3232638626,2.5,3.5,39,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,1100,1200,1100,1200
b1776,Sonoritas Prime Tacos,Mexican,Latin,2004 Sawtelle Blvd,Los Angeles,90025,3104449100,2.5,4.5,14,,,,,,,,,,,,,,
b1777,La Azteca Tortilleria,Mexican,Latin,4538 E Cesar E Chavez Ave,Los Angeles,90022,3232625977,1,4.5,15,600,1430,,,600,1530,600,1530,600,1530,600,1530,600,1530
b1778,Dino's Chicken and Burgers,Mexican,American,2575 W Pico Blvd,Los Angeles,90006,2133803554,1,4.5,20,600,2300,600,2300,600,2300,600,2300,600,2300,600,1200,600,1200
b1779,Fabrocini's Italian Restaurant,Italian,,2960 N Beverly Glen Cir,Los Angeles,90077,3104757404,2.5,4.5,40,1130,2100,1130,2130,1130,2130,1130,2130,1130,2130,1130,2130,1130,2130
b1780,Tel Aviv Glatt Kosher Grill,Mediterranean,Middle Eastern,6846 Reseda Blvd,Los Angeles,,8187749400,1,5,11,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,,
b1781,Enzo's Pizzeria,Italian,Pizza,10940 Weyburn Ave,Los Angeles,90024,3102083696,1,4,31,,,1100,1200,1100,1200,1100,1200,1100,300,1100,300,1100,300
b1782,Frolic Room,,,6245 Hollywood Blvd,Los Angeles,90028,3234625890,1,4,21,1100,200,1100,200,1100,200,1100,200,1100,200,1100,200,1100,200
b1783,Simon,American,,8555 Beverly Blvd,Los Angeles,90048,3102785444,4,4,45,630,2200,630,2200,630,2200,630,2200,630,2200,630,2200,630,2200
b1784,Gate of India,Indian,Vegetarian Friendly,7300 W Sunset Blvd,West Hollywood,90046,3238746673,2.5,4.5,28,1100,2230,1100,2230,1100,2230,1100,2230,1100,2230,1100,2230,1100,2230
b1785,Noshi Sushi,Japanese,Sushi,4430 Beverly Blvd,Los Angeles,90004,3234693458,2.5,4,26,1130,2100,,,1130,2100,1130,2100,1130,2100,1130,2100,1130,2100
b1786,Islands Restaurant,American,,117 W Broadway,Glendale,91204,8185453555,2.5,4,33,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2300,1100,2300
b1787,Louie's of Mar Vista,,,3821 S Grand Ave,Los Angeles,90037,3103876678,2.5,4.5,14,1100,1200,1700,1200,1700,1200,1700,1200,1700,200,1100,200,1100,200
b1788,Bacaro LA,Vegetarian Friendly,,2308 S Union Ave,Los Angeles,90007,2137487205,2.5,4.5,25,1700,2200,1700,2200,1700,2200,1700,2200,1700,2300,1700,2300,1700,2300
b1789,Sushi Iki,Sushi,Japanese,18663 Ventura Blvd,Los Angeles,91356,8183433470,4,5,13,1730,2100,,,2400,1330,2400,1330,2400,1330,2400,1330,1730,2130
b1790,189 by Dominique Ansel,American,,189 The Grove Dr,Los Angeles,90036,3236020096,4,4,20,,,,,,,,,,,,,,
b1791,Dong Il Jang Restaurant,Barbecue,Asian,3455 W 8th St,Los Angeles,90005,2133835757,2.5,4,29,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200
b1792,Robert's Russian Cuisine,Russian,Eastern European,1603 N La Brea Ave,Los Angeles,90028,3238514202,2.5,4.5,14,1130,2200,1130,2200,1130,2200,1130,2200,1130,2200,1130,2300,1130,2300
b1793,Tandoor A India Restaurant,Indian,Vegetarian Friendly,8406 Pershing Dr,Los Angeles,90293,3108221435,2.5,4,25,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200
b1794,Waba Grill,Fusion,,7109 W Sunset Blvd,West Hollywood,90046,3238459222,1,4.5,12,,,,,,,,,,,,,,
b1795,Ivory on Sunset,American,,8440 W Sunset Blvd,West Hollywood,90069,3238486000,2.5,4,48,700,2230,700,2230,700,2230,700,2230,700,2230,700,2300,700,2300
b1796,Avila's El Ranchito Mexican Restaurant,Mexican,Latin,6703 Santa Fe Ave,Huntington Park,90255,3235855055,2.5,4.5,12,800,2100,900,2100,900,2100,900,2100,900,2100,900,2200,800,2200
b1797,Shophouse Southeast Asian Kitchen,Fast Food,Asian,6333 W Sunset Blvd,Los Angeles,90028,3234622856,1,4,25,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200
b1798,Subway,,,404 S Figueroa St,Los Angeles,90071,2136889197,1,4,21,700,2100,700,2200,700,2200,700,2200,700,2200,700,2200,700,2100
b1799,Tuk Tuk Thai,Asian,Thai,8875 W Pico Blvd,Los Angeles,90035,3108601872,2.5,4,24,1700,2200,1130,2200,1130,2200,1130,2200,1130,2200,1130,2200,1300,2200
b1800,Ford's Filling Station,American,,Delta Terminal 5 at LAX,Los Angeles,,3102155147,2.5,3.5,77,,,,,,,,,,,,,,
b1801,Manny's Pizzeria,Italian,Pizza,651 N Sepulveda Blvd,Los Angeles,90049,3104434430,,4,18,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100
b1802,The Magnolia Grille,American,,10530 Magnolia Blvd,Los Angeles,91601,8187668698,2.5,4.5,16,600,2200,600,2200,600,2200,600,2200,600,2200,600,2200,600,2200
b1803,The Stand,Fast Food,American,5780 Canoga Ave,Los Angeles,,8187100400,1,4.5,16,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100
b1804,Maison Richard Restaurant and French Bakery,French,European,707 N Stanley Ave,Los Angeles,90046,3236557777,2.5,4,35,1100,1600,1100,1500,1100,1500,1100,1500,1100,1500,1100,1500,1100,1500
b1805,Zono Sushi,Japanese,Sushi,139 N Maryland Ave,Glendale,91206,8185074819,2.5,4,21,2400,2200,1130,2200,1130,2200,1130,2200,1130,2200,1100,2300,1100,2300
b1806,Acapulco Mexican Restaurant Y Cantina,Mexican,Latin,750 Sampson Way,Los Angeles,90731,3105486800,2.5,3.5,83,,,1100,2230,1100,2230,1100,2230,1100,2230,1100,1200,1100,1200
b1807,Rocco's Cheesecake,,,1701 Pico Blvd,Los Angeles,90405,3103961701,2.5,5,11,1100,2000,1100,2000,1100,2000,1100,2000,1100,2000,1100,2200,1000,2200
b1808,Ditmas,Steakhouse,,8731 W Pico Blvd,Los Angeles,90035,3102719300,4,4,22,1800,2200,2400,1430,2400,1430,2400,1430,2400,1430,,,1000,1200
b1809,Stir Market,,,7475 Beverly Blvd,Los Angeles,90036,3238798283,2.5,4.5,15,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000,800,2000
b1810,Mercado Hollywood,Mexican,Latin,3413 Cahuenga Blvd W,Los Angeles,90068,3235122500,2.5,4,21,,,,,,,,,,,,,,
b1811,Maria's Italian Kitchen,Italian,Pizza,23331 Mulholland Dr,Los Angeles,91364,8182250586,2.5,4,29,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200
b1812,LA Fonda Antioquena,Latin,Spanish,5125 Melrose Ave,Los Angeles,90038,3239575164,2.5,4,18,1000,2130,1000,2030,1000,2030,1000,2030,1000,2030,1000,2130,1000,2130
b1813,Callender's Grill,American,,5773 Wilshire Blvd,Los Angeles,90036,3239377952,2.5,4.5,13,1000,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2300,1100,2300
b1814,Colonial Kitchen Restaurant,American,,1110 Huntington Dr,San Marino,91108,6262892449,2.5,4,35,700,2100,700,2100,700,2100,700,2100,700,2100,700,2100,700,2100
b1815,Maxwell Cafe,American,Cafe,13329 W Washington Blvd,Los Angeles,90066,3103067829,2.5,4,31,700,1500,700,1500,700,1500,700,1500,700,1500,700,1500,700,1500
b1816,Gulp Restaurant and Brew Pub,Vegetarian Friendly,,13020 Pacific Promenade,Los Angeles,90094,3104963966,2.5,4.5,17,,,,,,,,,,,,,,
