id,name,category_1,category_2,address,city,zipcode,phone,price,rating,review_count,hours_sun_open,hours_sun_close,hours_mon_open,hours_mon_close,hours_tue_open,hours_tue_close,hours_wed_open,hours_wed_close,hours_thu_open,hours_thu_close,hours_fri_open,hours_fir_close,hours_sat_open,hours_sat_close
a1706,U Pick Cafe,middle eastern,mediterranean,720 N Lake Ave,Pasadena,91104,6268089802,1,4,663,1100,2000,1100,2000,1100,2000,1100,2000,1100,2000,1100,2000,1100,2000
a1707,Europane,bakeries,cafes,345 E Colorado Blvd,Pasadena,91101,6268448804,2,4,630,700,1730,700,1730,700,1730,700,1730,700,1730,700,1730,700,1730
a1708,Tops Burgers,burgers,fast food,1792 E Walnut St,Pasadena,91107,6265840244,1,3.5,642,700,2300,700,2300,700,2300,700,2300,700,2400,700,2400,830,2300
a1709,Super Burger,burgers,,458 N Altadena Dr,Pasadena,91107,6264498818,1,4.5,648,1000,1930,1000,1930,1000,1930,1000,1930,1000,1930,1000,1930,,
a1710,Roma Market,delis,specialty food,918 N Lake Ave,Pasadena,91104,6267977748,1,4.5,589,830,2030,830,2030,830,2030,830,2030,830,2030,830,2030,830,1730
a1711,Porto Alegre Churrascaria,brazilian,buffets,300 E Colorado Blvd,Pasadena,91101,6267440555,3,3.5,561,1130,2200,1130,2200,1130,2200,1130,2200,1130,2300,1130,2300,1130,2200
a1712,Braise & Crumble Cafe,sandwiches,cafes,40 N Mentor Ave,Pasadena,91106,6264608600,1,4.5,594,1100,2000,1100,2000,1100,2000,1100,2000,1100,2000,,,,
a1713,Rounds Premium Burgers,burgers,american (traditional),46 N Lake Ave,Pasadena,91101,6263049810,2,4,548,1100,2100,1100,2100,1100,2100,1100,2100,1100,2200,1100,2200,1100,2100
a1714,CREPEstudio,creperies,desserts,99 E Union St,Pasadena,91103,6268448810,1,4,494,800,2000,800,2000,800,2000,800,2000,800,2000,900,2000,900,2000
a1715,BJ's Restaurant & Brewhouse,american (new),breweries,234 E Colorado Blvd,Pasadena,91101,6262040845,2,3,550,1100,2400,1100,2400,1100,2400,1100,2400,1100,100,1000,100,1000,2400
a1716,Zephyr Coffee House & Art Gallery,coffee & tea,juice bars & smoothies,2419 E Colorado Blvd,Pasadena,91107,6267937330,1,3.5,498,1200,100,1200,100,1200,100,1200,100,1200,200,1200,200,1200,100
a1717,Au79 Tea Express,coffee & tea,chinese,1671 E Colorado Blvd,Pasadena,91106,6266830588,1,4,451,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
a1718,The Reyn,american (traditional),breakfast & brunch,635 N Lake Ave,Pasadena,91101,6264495768,1,4,486,700,1400,700,1400,700,1400,700,1400,700,1400,700,1400,700,1400
a1719,Pinocchio's Pizza,pizza,italian,1449 N Lake Ave,Pasadena,91104,6267917591,2,3.5,538,1100,2200,1100,2200,1100,2200,1100,2200,1100,2300,1100,2300,1100,2200
a1720,Yahaira's Cafe,mexican,cafes,698 E Colorado Blvd,Pasadena,91101,6268443254,2,4,437,800,1500,800,2100,800,2100,800,2100,800,2100,800,2100,800,2000
a1721,IX Tapa Cantina,mexican,,119 E Colorado Blvd,Pasadena,91105,6263041000,2,2.5,453,1130,100,1500,200,1500,200,1500,200,1500,200,1500,100,,
a1722,Pencil,sandwiches,juice bars & smoothies,12 Harkness Ave,Pasadena,91106,6267930072,1,4.5,443,1000,1600,1000,1600,1000,1600,1000,1600,1000,1600,1100,1600,,
a1723,Chick-fil-A,fast food,,1700 E Colorado Blvd,Pasadena,91106,6267937636,1,4,479,630,2300,630,2300,630,2300,630,2300,630,2300,630,2300,,
a1724,Tokyo Wako Restaurant,japanese,sushi bars,330 E Colorado Blvd,Pasadena,91101,6264400670,2,3,444,1130,1400,1700,2200,1130,1400,1700,2200,1130,1400,1700,2200,1130,1400
a1725,Lucky Boy Drive-In,burgers,breakfast & brunch,640 S Arroyo Pkwy,Pasadena,91105,6267930120,1,4,1651,600,200,600,200,600,200,600,200,600,200,600,200,600,200
a1726,My Vegan,thai,vegan,633 S Arroyo Pkwy,Pasadena,91105,6265789017,2,4.5,958,1100,2130,1100,2130,1100,2130,1100,2130,1100,2200,1100,2200,1100,2130
a1727,Ramen Tatsunoya,ramen,,16 N Fair Oaks Ave,Pasadena,91103,6264321768,2,4,791,1100,1500,1800,2200,1100,1500,1800,2200,1100,1500,1800,2200,1100,1500
a1728,Los California Tacos,food trucks,tacos,510 S Fair Oaks Ave,Pasadena,91105,6263767742,1,4.5,772,1800,30,1800,30,1800,30,1800,30,1800,245,1800,245,1700,30
a1729,The Pie Hole,desserts,coffee & tea,59 E Colorado Blvd,Pasadena,91105,6267656315,2,4,752,900,2200,900,2200,900,2200,900,2200,900,2300,900,2300,900,2200
a1730,Buffalo Wild Wings,chicken wings,american (traditional),1000 S Fair Oaks Ave,Pasadena,91105,6269936400,2,2.5,788,1100,2400,1100,100,1100,100,1100,100,1100,200,1100,200,1100,2400
a1731,Tibet Nepal House,himalayan/nepalese,indian,36 E Holly St,Pasadena,91103,6265850955,2,4,778,1130,1500,1700,2200,1130,1500,1700,2200,1130,1500,1700,2200,1130,1500
a1732,Il Fornaio,italian,seafood,One Colorado Shopping Center,Pasadena,91103,6266839797,2,3.5,767,1130,2200,1130,2200,1130,2200,1130,2200,1130,2300,1130,2300,1000,2200
a1733,True Food Kitchen,vegetarian,american (new),168 W Colorado Blvd,Pasadena,91105,6266396818,2,4,815,1100,2100,1100,2100,1100,2100,1100,2100,1100,2200,1000,2200,1000,2100
a1734,Osawa Shabu Shabu & Sushi,japanese,sushi bars,77 N Raymond Ave,Pasadena,91103,6266831150,2,4.5,706,1130,1430,1700,2130,1130,1430,1700,2130,1130,1430,1700,2130,1130,1430
a1735,Parkway Grill,american (new),seafood,510 S Arroyo Pkwy,Pasadena,91105,6267951001,3,4,723,1130,1430,1730,2100,1130,1430,1730,2100,1130,1430,1730,2100,1130,1430
a1736,Glendale Pho Co.,vietnamese,,102 S Glendale Ave,Glendale,91205,8182438867,1,4,805,1100,2100,1100,2100,1100,2100,1100,2100,1100,2200,1100,2200,1100,2200
a1737,Damon's Steak House,steakhouses,seafood,317 N Brand Blvd,Glendale,91203,8185071510,2,4,843,1100,2200,1100,2200,1100,2200,1100,2200,1100,2300,1100,2300,1100,2200
a1738,Carousel Restaurant,middle eastern,mediterranean,304 N Brand Blvd,Glendale,91203,8182467775,2,4,838,1100,2130,1100,2130,1100,2130,1100,2230,1100,2230,1100,2030,,
a1739,El Sauz Tacos,mexican,,4432 San Fernando Rd,Glendale,91204,8182469701,1,4,832,800,2400,800,2400,800,2400,800,2400,800,2400,800,2400,1000,2400
a1740,Mini Kabob,middle eastern,armenian,313 1/2 Vine St,Glendale,91204,8182441343,2,4.5,758,1100,2000,1100,2000,1100,2000,1100,2000,1100,2000,1100,2000,1100,1800
a1741,BJ's Restaurant & Brewhouse,american (new),breweries,101 N. Brand Blvd.,Glendale,91203,8188440160,2,3,841,1100,2400,1100,2400,1100,2400,1100,2400,1100,100,1000,100,1000,2400
a1742,Max's Restaurant - Glendale,filipino,seafood,313 W Broadway,Glendale,91204,8186377751,2,3.5,728,1030,2200,1030,2200,1030,2200,1030,2200,1030,2200,930,2300,830,2200
a1743,Proof Bakery,coffee & tea,sandwiches,3156 Glendale Blvd,Los Angeles,90039,3236648633,2,4,745,800,1600,800,1600,800,1600,800,1600,800,1600,800,1600,800,1600
a1744,Bourbon Steak,steakhouses,bars,237 S Brand Blvd,Glendale,91204,8188394130,3,4,746,1630,2130,1630,2130,1630,2130,1630,2130,1630,2200,1630,2200,1500,2100
a1745,Bon Vivant Market & Cafe,cafes,cocktail bars,3155 Glendale Blvd,Atwater Village,90039,3232848013,2,4,724,900,2200,900,2200,900,2200,900,2200,900,2400,900,2400,900,2200
a1746,Octopus Japanese Restaurant,japanese,sushi bars,112 N Maryland Ave,Glendale,91206,8185008788,2,3.5,747,1130,2230,1130,2230,1130,2230,1130,2230,1130,2300,1130,2300,1200,2200
a1747,Ichiban,sushi bars,japanese,120 S Brand Blvd,Glendale,91204,8182429966,2,3.5,681,1130,2200,1130,2200,1130,2200,1130,2200,1130,2300,1130,2300,1200,2200
a1748,Fish Time,seafood,hawaiian,310 N Brand Blvd,Glendale,91203,8186377820,2,4,695,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200
a1749,Elena's Greek Armenian Cuisine,greek,mediterranean,1000 S Glendale Ave,Glendale,91205,8182415730,1,4,650,1100,2130,1100,2130,1100,2130,1100,2130,1100,2130,1100,2130,,
a1750,Fish King,seafood markets,seafood,722 N Glendale Ave,Glendale,91206,8182440804,2,4.5,640,900,730,900,1930,900,1930,900,1930,900,1930,900,1930,1100,1800
a1751,Poke N Roll Sushi,japanese,hawaiian,413 S Central Ave,Glendale,91204,8182653839,2,4,557,1100,2100,1100,2100,1100,2100,1100,2100,1100,2200,1100,2200,1300,2000
a1752,Kozy Korner Thai Cuisine,thai,,213 W Wilson Ave,Glendale,91203,8182426608,1,4,577,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1200,2100
a1753,Pho Hut,vietnamese,,312 N Brand Blvd,Glendale,91203,8182476955,1,3.5,542,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1100,2200,1100,2100
a1754,Hot Wings Cafe,chicken wings,,314 N Brand Blvd,Glendale,91203,8182474445,2,3.5,605,1100,2300,1100,2300,1100,2300,1100,2300,1100,2400,1100,2400,1200,2300
a1755,Tacos Villa Corona,mexican,breakfast & brunch,3185 Glendale Blvd,Los Angeles,90039,3236613458,1,4,529,800,1400,800,1400,800,1400,800,1400,800,1400,800,1400,,
a1756,Kopan Ramen - Glendale,ramen,,126 N Brand Blvd,Glendale,91203,8182420505,2,4.5,593,1130,2300,1130,2300,1130,2300,1130,2300,1130,2300,1130,2300,1130,2200
a1757,Poké Cafe,hawaiian,asian fusion,120 N Brand Blvd,Glendale,91203,8182470707,2,4.5,522,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2000
a1758,Kumadori Sushi,sushi bars,japanese,143 S Maryland Ave,Glendale,91205,8182437393,2,4,526,1130,2200,1130,2200,1130,2200,1130,2300,1130,2300,1200,2100,,
a1759,Tavern On Brand,american (new),pubs,208 N Brand Blvd,Glendale,91203,8182911926,2,4,524,1130,200,1130,200,1130,200,1130,200,1130,200,1130,200,1130,200
a1760,Lola's Peruvian Restaurant,latin american,peruvian,230 N Brand Blvd,Glendale,91203,8189565888,2,4,509,1130,1600,1130,2100,1130,2100,1130,2100,1130,2200,1200,2200,1200,2100
a1761,The Great White Hut,burgers,mexican,121 W California Ave,Glendale,91203,8182435619,1,4,535,800,2400,800,2400,800,2400,800,2400,800,300,900,300,1100,1700
a1762,Viet Noodle Bar Atwater,vietnamese,noodles,3133 Glendale Blvd,Los Angeles,90039,3239061575,2,3.5,477,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100
a1763,Dinah's Chicken,chicken shop,american (traditional),4106 San Fernando Rd,Glendale,91204,8182444188,2,3.5,490,1030,2100,1030,2100,1030,2100,1030,2100,1030,2100,1030,2100,1030,2100
a1764,Teriyaki Me!,asian fusion,,207 W Wilson Ave,Glendale,91209,8185070812,1,4.5,479,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1200,2100,1200,2100
a1765,Shiraz,middle eastern,persian/iranian,211 S Glendale Ave,Glendale,91205,8185004948,2,4,519,1100,2200,1100,2200,1100,2200,1100,2200,1100,2300,1100,2300,1100,2200
a1766,Kanpai Ramen,ramen,bubble tea,1023 E Colorado St,Glendale,91205,8189565550,2,4,438,1130,1415,1730,2230,1130,1415,1730,2230,1130,1415,1730,2230,1130,1415
a1767,Taqueria El Tapatio,mexican,,1266 S Glendale Ave,Glendale,91205,8185494167,1,4,433,1000,230,1000,230,1000,230,1000,230,1000,330,1000,330,1000,230
a1768,Thai Original BBQ,thai,,143 S Glendale Ave,Glendale,91205,8185076789,2,3,422,1100,2200,1100,2200,1100,2200,1100,2200,1100,2300,1100,2300,1100,2200
a1769,Eden On Brand,burgers,american (traditional),214 N Brand Blvd,Glendale,91203,8185522212,2,4,443,1600,2200,1600,2400,1600,2400,1600,2400,1100,200,1100,200,1100,2200
a1770,Hookah Lounge,lounges,hookah bars,831 Colorado St,Glendale,91205,8182423442,2,3.5,431,1100,200,1100,200,1100,200,1100,200,1100,300,1100,300,1100,200
a1771,Gen Korean BBQ House,korean,,126 North Maryland Ave,Glendale,91206,8186376600,2,3.5,464,1130,2300,1130,2300,1130,2300,1130,2300,1130,2400,1130,2400,1130,2300
a1772,The Tsujita,ramen,noodles,769 Americana Way,Glendale,91210,8185533822,2,3.5,376,1100,2230,1100,2230,1100,2230,1100,2230,1100,2230,1100,2230,1100,2230
a1773,Lemon Zest Cafe,mediterranean,greek,109 N Chevy Chase Dr,Glendale,91206,8183964755,2,4.5,408,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100
a1774,The Halal Guys,halal,middle eastern,201 N Brand Blvd,Glendale,91203,8185461926,1,3,387,1100,2300,1100,2300,1100,2300,1100,2300,1100,100,1100,100,1100,2300
a1775,Olive Garden Italian Restaurant,italian,salad,101 N Brand Blvd,Glendale,91203,8182407119,2,3,403,1100,2200,1100,2200,1100,2200,1100,2200,1100,2300,1100,2300,1100,2200
a1776,Bacari GDL,tapas/small plates,wine bars,757 Americana Way,Glendale,91210,8186961460,2,4.5,371,1130,2300,1130,2300,1130,2300,1130,2300,1130,2400,1030,2400,1030,2300
a1777,Eggslut,american (new),breakfast & brunch,252 S Brand Blvd,Glendale,91204,8184845911,2,3.5,372,700,1600,700,1600,700,1600,700,1600,700,1600,700,1600,700,1600
a1778,Kim's Kitchen,korean,,1229 E Colorado St,Glendale,91205,8185071185,2,4,342,1030,2130,1030,2130,1030,2130,1030,2130,1030,2130,1030,2130,,
a1779,King Taco,mexican,,117 E Broadway Ave,Glendale,91205,8184090172,1,3,377,900,2400,900,2400,900,2400,900,2400,900,200,900,200,900,2400
a1780,Zono Sushi,sushi bars,japanese,139 N Maryland Ave,Glendale,91206,8185074819,2,4,347,1100,2200,1100,2200,1100,2200,1100,2200,1100,2300,1130,2300,1130,2200
a1781,Buffalo Wild Wings,chicken wings,sports bars,142-C S Brand Blvd,Glendale,91205,8185453885,2,2.5,363,1100,200,1100,200,1100,200,1100,200,1100,200,1100,200,1100,200
a1782,Lao Sze Chuan,szechuan,,152 S Brand Blvd,Glendale,91204,8185528888,2,3.5,330,1100,2130,1100,2200,1100,2200,1100,2130,1100,2200,1100,2200,1100,2200
a1783,Kabab Way,middle eastern,mediterranean,919 S Glendale Ave,Glendale,91205,8182423150,1,4,327,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1100,2000
a1784,Le Pain Quotidien,coffee & tea,breakfast & brunch,730 Americana Way,Glendale,91210,8188395230,2,3,324,800,2000,800,2000,800,2000,800,2000,800,2100,800,2100,800,2000
a1785,Jewel City Bowl,bowling,american (traditional),135 S Glendale Ave,Glendale,91205,8182431188,2,4,311,1100,100,1100,100,1100,100,1100,100,1100,200,900,200,900,100
a1786,Outback Steakhouse,steakhouses,,146 S Brand Blvd,Glendale,91204,8182441136,2,3,303,1200,2130,1200,2130,1200,2130,1200,2130,1200,2300,1200,2300,1200,2130
a1787,Scarantino's Italian Inn,italian,pizza,1524 E Colorado St,Glendale,91205,8182479777,2,4,294,1130,2200,1130,2200,1130,2200,1130,2200,1130,2200,1630,2200,1500,2100
a1788,Urartu Coffee,coffee & tea,breakfast & brunch,119 N Maryland Ave,Glendale,91206,8182429666,1,4.5,287,730,1900,730,1900,730,1900,730,1900,730,1900,800,1700,800,1700
a1789,Crab Avenue,seafood,cajun/creole,900 N Central Ave,Glendale,91203,8182445898,2,4,522,1130,2200,1130,2200,1130,2200,1130,2200,1130,2230,1130,2230,1100,2200
a1790,Brick & Flour,mexican,,1015 N Pacific Ave,Glendale,91202,8184848449,1,4,582,1100,2400,1100,2400,1100,2400,1100,2400,1100,2400,1100,2400,1000,2200
a1791,Panini Kabob Grill,mediterranean,breakfast & brunch,400 N Brand Blvd,Glendale,91203,8182914000,2,4,470,800,2130,800,2130,800,2130,800,2130,800,2130,800,2130,800,2130
a1792,Giggles N' Hugs,party & event planning,kids activities,3222 Glendale Galleria Way,Glendale,91210,8189564847,2,4,428,1030,2000,1030,2000,1030,2000,1030,2000,1030,2100,1000,2100,1000,1900
a1793,Da Juice Bar,juice bars & smoothies,breakfast & brunch,305 1/2 N Brand Blvd,Glendale,91203,8182436200,1,4,349,700,1900,700,1900,700,1900,700,1900,700,1900,800,1800,900,1700
a1794,Panera Bread,sandwiches,salad,300 N Brand Blvd,Glendale,91203,8182650700,1,3,369,600,2100,600,2100,600,2100,600,2100,600,2100,600,2100,700,2000
a1795,Phoenicia Restaurant,lebanese,,343 N Central Ave,Glendale,91203,8189567800,2,2.5,371,1130,2400,1130,2400,1130,2400,1130,2400,1130,130,1130,130,1130,2400
a1796,TEP THAI- Angelic Cuisine,thai,,209 W Wilson Ave,Glendale,91203,8182460380,2,3.5,307,1100,2130,1100,2130,1100,2130,1100,2130,1100,2130,1200,2130,1200,2100
a1797,Kopan Ramen - Burbank,ramen,salad,220 N San Fernando Blvd,Burbank,91502,8188450817,2,4,2656,1130,2300,1130,2300,1130,2300,1130,2300,1130,2330,1130,2330,1130,2300
a1798,Granville,american (new),breakfast & brunch,121 N San Fernando Blvd,Burbank,91502,8188484726,2,4,2007,1100,2200,1100,2200,1100,2200,1100,2200,1100,2300,900,2300,900,2200
a1799,Firefly,american (new),lounges,11720 Ventura Blvd,Studio City,91604,8187621833,3,4,1606,1700,100,1700,200,1700,200,1700,200,1700,200,1700,200,1000,1500
a1800,The Federal,american (new),gastropubs,5303 Lankershim Blvd,North Hollywood,91601,8189802555,2,3.5,1421,1130,2400,1130,2400,1130,2400,1130,2400,1130,100,1000,100,1000,2400
a1801,Joe's Falafel,mediterranean,,3535 Cahuenga Blvd W,Los Angeles,90068,3235124447,1,4.5,1413,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2100
a1802,Black Market Liquor Bar,american (new),,11915 Ventura Blvd,Studio City,91604,8184462533,2,4,1349,1700,100,1700,100,1700,100,1700,100,1700,100,1100,1500,1700,100
a1803,Laurel Tavern,gastropubs,,11938 Ventura Blvd,Studio City,91604,8185060777,2,4,1245,1200,100,1200,100,1200,100,1200,100,1200,100,1200,100,1200,100
a1804,Bob's Big Boy - Burbank,american (traditional),burgers,4211 W Riverside Dr,Burbank,91505,8188439334,2,3.5,1240,,,,,,,,,,,,,,
a1805,Lala's Argentine Grill,argentine,,11935 Ventura Blvd,Studio City,91604,8186234477,2,4,1188,1100,2200,1100,2200,1100,2200,1100,2200,1100,2300,1100,2300,1100,2200
a1806,Tokyo Delve's Sushi Bar,sushi bars,japanese,5239 Lankershim Blvd,North Hollywood,91601,8187663868,3,3,1182,1900,2400,1900,2400,1900,2400,2000,200,1800,200,1800,200,,
a1807,The Rustic Spoon,asian fusion,thai,4384 Lankershim Blvd,North Hollywood,91602,8187548998,2,4.5,1134,1100,2130,1100,2130,1100,2130,1100,2130,1100,2130,1100,2130,1600,2130
a1808,Tonys Darts Away,pubs,gastropubs,1710 Magnolia Blvd,Burbank,91506,8182531710,2,4.5,1130,1200,200,1200,200,1200,200,1200,200,1100,200,1000,200,1000,100
a1809,Mama Hong's Vietnamese Kitchen,vietnamese,,211 N San Fernando Blvd,Burbank,91502,8185586262,2,4,1108,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2100
a1810,Pitfire Artisan Pizza,pizza,sandwiches,5211 Lankershim Blvd,North Hollywood,91601,8189802949,2,4,1092,1100,2200,1100,2200,1100,2200,1100,2200,1100,2300,1100,2300,1200,2200
a1811,Crave Cafe,cafes,breakfast & brunch,11992 Ventura Blvd,Studio City,91604,8187639000,2,3.5,1166,,,,,,,,,,,,,,
a1812,Sushi Katsu-Ya Studio City,sushi bars,japanese,11680 Ventura Blvd,Studio City,91604,8189856976,3,4,1045,1130,1400,1730,2200,1130,1400,1730,2200,1130,1400,1730,2200,1130,1400
a1813,Barrel & Ashes,barbeque,american (traditional),11801 Ventura Blvd,Studio City,91604,8186238883,2,3.5,1115,1100,2200,1100,2200,1100,2200,1100,2200,1100,2300,1030,2300,1030,2200
a1814,Monte Carlo Deli & Pinocchio's Restaurant,italian,delis,3103 W Magnolia Blvd,Burbank,91505,8188453516,1,4,1062,900,2000,900,2000,900,2000,900,2000,900,2000,900,2000,1000,1900
a1815,Rodini Park,bakeries,mediterranean,11049 Magnolia Blvd,Los Angeles,91601,8183584802,1,4.5,1065,800,2300,800,2300,800,2300,800,2300,800,2300,800,2300,800,2300
a1816,Buffalo Wild Wings,chicken wings,american (traditional),127 East Palm Avenue,Burbank,91502,8185242373,2,3,1028,1100,200,1100,200,1100,200,1100,200,1100,200,1100,200,1100,200
a1817,Another Broken Egg Cafe,breakfast & brunch,cafes,250 E Olive Ave,Burbank,91502,8185633344,2,3.5,1002,700,1400,700,1400,700,1400,700,1400,700,1400,700,1400,700,1400
a1818,The Smoke House Restaurant,breakfast & brunch,steakhouses,4420 W Lakeside Dr,Burbank,91505,8188453731,2,3.5,1000,1130,2200,1130,2200,1130,2200,1130,2200,1130,2230,1130,2230,1000,2030
a1819,Hook Burger,burgers,,1731 N Victory Pl,Burbank,91502,8188472100,2,4,964,1030,2200,1030,2200,1030,2200,1030,2200,1030,2200,1030,2200,1100,2100
a1820,Corner Cottage,american (traditional),breakfast & brunch,310 S Victory Blvd,Burbank,91502,8188432567,1,4,938,600,1530,600,1530,600,1530,600,1530,600,1530,700,1100,,
a1821,Vicious Dogs,hot dogs,,5231 Lankershim Blvd,North Hollywood,91601,8189853647,1,4.5,940,1100,2000,1100,2000,1100,2000,1100,2000,1100,2000,1100,2000,1200,1800
a1822,The Front Yard,tapas/small plates,american (new),4222 Vineland Ave,North Hollywood,91602,8182557290,2,4,1027,630,2400,630,2400,630,2400,630,2400,630,100,630,100,630,2400
a1823,Café de Olla,american (traditional),mexican,2315 W Victory Blvd,Burbank,91506,8185883684,2,4.5,1001,700,1500,700,1500,700,2000,700,2000,700,2000,700,2000,700,1500
a1824,Sushi Yuzu,sushi bars,japanese,10118 Riverside Dr,Toluca Lake,91602,8187638355,3,4.5,902,1130,1430,1730,2230,1130,1430,1730,2230,1130,1430,1730,2230,1130,1430
a1825,Lotus Vegan,vegan,thai,4715 Lankershim Blvd,North Hollywood,91602,8187608088,2,4.5,899,1100,1530,1630,2200,1100,1530,1630,2200,1100,1530,1630,2200,1100,1530
a1826,BJ's Restaurant & Brewhouse,pizza,breweries,107 South 1st St,Burbank,91502,8185570881,2,2.5,935,1100,2400,1100,2400,1100,2400,1100,2400,1100,100,1000,100,1000,2400
a1827,Sushi Dan,sushi bars,,11056 Ventura Blvd,Studio City,91604,8189852254,2,4,931,1100,2300,1100,2300,1100,2300,1100,2300,1100,2400,1100,2400,1200,2300
a1828,Samba Brazilian Steakhouse and Lounge,brazilian,lounges,1000 Universal Studios Blvd,Universal City,91608,8187630101,3,3,963,1100,2100,1100,2100,1100,2100,1100,2100,1100,2300,1100,2300,1100,2200
a1829,Big Wangs,sports bars,chicken wings,5300 Lankershim Blvd,North Hollywood,91601,8189852449,2,2.5,878,1100,200,1100,200,1100,200,1100,200,1100,200,1100,200,1100,200
a1830,Sweetsalt,sandwiches,salad,10218 Riverside Dr,Toluca Lake,91602,8185097790,2,4,820,800,2100,800,2100,800,2100,800,2100,800,2100,800,1600,800,1600
a1831,Hayat's Kitchen,lebanese,,11009 Burbank Blvd,North Hollywood,91601,8187614656,2,4.5,841,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200
a1832,Wokcano,sushi bars,chinese,150 S San Fernando Blvd,Burbank,91502,8185242288,2,3.5,861,1100,200,1100,200,1100,200,1100,200,1100,200,1200,200,1200,200
a1833,Daichan,japanese,,11288 Ventura Blvd,Studio City,91604,8189808450,2,4.5,779,1130,1500,1730,2100,1130,1500,1730,2100,1130,1500,1730,2100,1130,1500
a1834,Bubba Gump Shrimp,seafood,southern,1000 Universal Studios Blvd,Universal City,91608,8187534867,2,3.5,835,1100,2200,1100,2200,1100,2200,1100,2200,1100,2300,1100,2300,1100,2200
a1835,Blaqhaus,american (traditional),sandwiches,11671 Victory Blvd,Los Angeles,91606,8189805500,2,4,837,1100,2200,1100,2100,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200
a1836,Octopus Japanese Restaurant,japanese,sushi bars,227 E Palm Ave,Burbank,91502,8185566622,2,4,855,1130,2230,1130,2230,1130,2230,1130,2230,1130,2300,1130,2300,1200,2200
a1837,Niko Niko Sushi,sushi bars,noodles,1212 N San Fernando Blvd,Burbank,91504,8188482224,2,4,810,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1200,2200
a1838,Hy Mart Sandwiches,sandwiches,,4795 Vineland Ave,North Hollywood,91602,8185067264,1,4.5,751,1030,1900,1030,1900,1030,1900,1030,1900,1030,1900,1030,1700,1200,1700
a1839,Casa Vega,mexican,bars,13301 Ventura Blvd,Sherman Oaks,91423,8187884868,2,3,1514,1130,200,1130,200,1130,200,1130,200,1130,200,1130,200,1130,200
a1840,The Local Peasant - Sherman Oaks,gastropubs,bars,14058 Ventura Blvd,Sherman Oaks,91423,8185010234,2,4,1417,1600,200,1600,200,1600,200,1600,200,1600,200,1100,200,1100,200
a1841,SteamPunk CoffeeBar & Kitchen,cafes,coffee & tea,12526 Burbank Blvd,Valley Village,91607,8185081276,2,4.5,1134,700,1500,700,1500,700,1500,700,1500,700,1500,700,1500,700,1500
a1842,Hugo's,american (new),breakfast & brunch,12851 Riverside Dr,Studio City,91607,8187618985,2,4,1134,730,2200,730,2200,730,2200,730,2200,730,2200,800,2200,800,2200
a1843,Boneyard Bistro,barbeque,pubs,13539 Ventura Blvd,Sherman Oaks,91423,8189067427,2,4,1136,1630,200,1630,200,1630,200,1630,200,1200,200,1200,200,1200,200
a1844,Garden Cafe,breakfast & brunch,burgers,4351 Woodman Ave,Sherman Oaks,91423,8187883700,2,4.5,1205,900,2100,900,2100,900,2100,900,2100,900,2200,900,2200,900,2100
a1845,Granville,american (new),cocktail bars,12345 Ventura Blvd,Studio City,91604,8185067050,2,4.5,1159,1100,2200,1100,2200,1100,2200,1100,2200,1100,2300,900,2300,900,2200
a1846,Cafe Bizou,french,american (new),14016 Ventura Blvd,Sherman Oaks,91423,8187883536,2,3.5,1056,1130,1430,1700,2100,1130,1430,1700,2100,1130,1430,1700,2100,1130,1430
a1847,Sweet Butter Kitchen,bakeries,coffee & tea,13824 Ventura Blvd,Sherman Oaks,91423,8187882832,2,3.5,1066,800,1800,800,1800,800,1800,800,1800,800,1800,800,1800,800,1800
a1848,Mendocino Farms,salad,sandwiches,14141 Ventura Blvd,Sherman Oaks,91423,8182059744,2,4.5,1001,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100
a1849,Nat's Early Bite Coffee Shop,diners,breakfast & brunch,14115 Burbank Blvd,Sherman Oaks,91401,8187813040,1,4.5,941,600,1500,600,1500,600,1500,600,1500,600,1500,630,1600,730,1600
a1850,Mexicali Cocina & Cantina,mexican,cocktail bars,12161 Ventura Blvd,Studio City,91604,8189851744,2,3,990,1130,200,1130,200,1130,200,1130,200,1130,200,1130,200,1130,200
a1851,Midori Sushi,sushi bars,japanese,13905 Ventura Blvd,Sherman Oaks,91423,8187891188,2,3.5,915,1130,2200,1130,2200,1130,2200,1130,2200,1130,2230,1200,2230,1200,2200
