_id,id_a,id_b,name_a,name_b,city,zipcode,address,phone,category_1,category_2,category_3,category_4,price_a,rating_a,review_count_a,price_b,rating_b,review_count_b,hours_sun_open,hours_sun_close,hours_mon_open,hours_mon_close,hours_tue_open,hours_tue_close,hours_wed_open,hours_wed_close,hours_thu_open,hours_thu_close,hours_fri_open,hours_fri_close,hours_sat_open,hours_sat_close
55725,a1180,b815,South End,South End,Los Angeles,90291.0,2805 Abbot Kinney Blvd,4242284736.0,Italian,Pizza,wine bars,american (traditional),2.0,4.5,670,2.5,4.5,51,1600.0,2200.0,1600.0,2200.0,1600.0,2200.0,1600.0,2200.0,1630.0,2300.0,1630.0,2300.0,1630.0,2200.0
55776,a1501,b336,The Tasting Kitchen,Tasting Kitchen,Los Angeles,90291.0,1633 Abbot Kinney Blvd,3103926644.0,Italian,American,breakfast & brunch,bars,3.0,3.5,1431,4.0,4.0,205,1730.0,2400.0,1730.0,2400.0,1730.0,2400.0,1730.0,2400.0,1730.0,2400.0,1030.0,1430.0,1730.0,2400.0
55833,a1502,b111,Wurstküche,Wurstkuche,Los Angeles,90291.0,625 Lincoln Blvd,2136874444.0,German,,hot dogs,german,2.0,4.0,1363,2.5,4.5,102,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0
55897,a1503,b29,Lemonade,Lemonade,Los Angeles,90291.0,1661 Abbot Kinney Blvd,3104526200.0,American,Vegetarian Friendly,american (new),salad,2.0,4.0,1301,2.5,4.5,350,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0
55989,a1506,b525,Cafe Gratitude Venice,Cafe Gratitude,Los Angeles,90291.0,512 Rose Ave,4242318000.0,American,Cafe,vegan,cafes,2.0,4.0,1110,2.5,4.5,34,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0
56112,a1509,b154,Rose Cafe & Restaurant,Rose Cafe Restaurant,Los Angeles,90291.0,220 Rose Ave,3103990711.0,American,Cafe,cafes,breakfast & brunch,2.0,3.5,1070,2.5,4.0,367,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2300.0,800.0,2300.0,800.0,2200.0
56172,a1510,b25,Gjusta,Gjusta,Los Angeles,90291.0,320 Sunset Ave,3103140320.0,American,Cafe,bakeries,delis,2.0,4.0,958,2.5,4.5,196,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0
56253,a1511,b222,Chaya Venice,Chaya Venice,Los Angeles,90291.0,110 Navy St,3103961179.0,Japanese,Sushi,japanese,asian fusion,3.0,4.0,877,2.5,4.0,186,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2300.0,1700.0,2300.0,1700.0,2200.0
56332,a1513,b496,Abbot's Pizza Company,Abbot's Pizza Company,Los Angeles,90291.0,1407 Abbot Kinney Blvd,3103967334.0,Pizza,Fast Food,pizza,,1.0,4.0,866,1.0,4.0,130,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2400.0,1100.0,2400.0,1100.0,2300.0
56394,a1514,b309,Mao's Kitchen,mao's kitchen,Los Angeles,90291.0,1512 Pacific Ave,3105818305.0,Chinese,Asian,chinese,,2.0,3.0,819,1.0,4.0,174,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,300.0,1130.0,300.0,1130.0,2230.0
56475,a1516,b568,Komodo,Komodo,Los Angeles,90291.0,235 Main St,3102556742.0,International,Asian,asian fusion,american (new),2.0,4.0,753,1.0,4.5,44,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2200.0,1100.0,2200.0,1100.0,2100.0
56521,a1517,b101,Flake,Flake,Los Angeles,90291.0,513 Rose Ave,3103962333.0,American,Cafe,breakfast & brunch,coffee & tea,1.0,4.5,777,1.0,4.5,81,700.0,1530.0,700.0,1530.0,700.0,1530.0,700.0,1530.0,700.0,1530.0,700.0,1530.0,700.0,1530.0
56591,a1519,b107,Venice Ale House,Venice Ale House,Los Angeles,90291.0,2 Rose Ave,3103148253.0,American,,american (new),gastropubs,2.0,3.5,769,2.5,4.0,364,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2400.0,1000.0,2400.0,1000.0,2100.0
56693,a1522,b895,La Cabana Restaurant,La Cabana Restaurant,Los Angeles,90291.0,738 Rose Ave,3103927973.0,Mexican,Latin,mexican,,2.0,3.5,700,2.5,4.0,75,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,300.0
56749,a1523,b529,Casablanca Restaurant,Casablanca,Los Angeles,90291.0,220 Lincoln Blvd,3103925751.0,Mexican,Latin,mexican,breakfast & brunch,2.0,4.0,707,2.5,4.0,72,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,2200.0
56801,a1527,b127,James' Beach,James Beach,Los Angeles,90291.0,60 N Venice Blvd,3108235396.0,American,Gluten Free Options,american (new),bars,2.0,3.0,639,2.5,4.5,216,1800.0,2230.0,1800.0,2230.0,1130.0,100.0,1130.0,100.0,1130.0,100.0,1100.0,100.0,1100.0,100.0
56878,a1528,b318,Salt Air,Salt Air,Los Angeles,90291.0,1616 Abbot Kinney Blvd,3103969333.0,American,Seafood,seafood,american (new),3.0,3.5,652,2.5,4.0,158,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1000.0,2300.0,1000.0,2200.0
56950,a1529,b363,The Sidewalk Cafe,Sidewalk Cafe,Los Angeles,90291.0,1401 Ocean Front Walk,3103995547.0,American,Cafe,tacos,burgers,2.0,3.0,653,2.5,4.0,478,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0
57007,a1530,b122,Superba Food + Bread,Superba Food + Bread,Los Angeles,90291.0,1900 S Lincoln Blvd,3109075075.0,American,Cafe,american (new),bakeries,2.0,4.0,660,2.5,4.5,115,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2300.0,700.0,2300.0,700.0,2200.0
57071,a1532,b54,The Butcher's Daughter,The Butcher's Daughter,Los Angeles,90291.0,1205 Abbot Kinney Blvd,3109813004.0,American,Vegetarian Friendly,vegetarian,cafes,2.0,3.5,631,2.5,4.5,240,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2230.0,800.0,2230.0,800.0,2200.0
57169,a1534,b750,Centanni Trattoria,Centanni,Los Angeles,90291.0,1700 Lincoln Blvd,3103147275.0,Italian,,italian,,2.0,4.5,566,2.5,4.5,52,1700.0,2100.0,1700.0,2100.0,1700.0,2100.0,1700.0,2130.0,1200.0,2130.0,1200.0,2100.0,2400.0,2130.0
57273,a413,b48,Tatsu Ramen,Tatsu Ramen,Los Angeles,90025.0,2123 Sawtelle Blvd,3106842889.0,Japanese,Asian,ramen,,2.0,4.0,2462,2.5,4.5,110,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,300.0,1100.0,300.0,1100.0,300.0
57481,a430,b1026,ROC Sawtelle,R.O.C. Kitchen,Los Angeles,90025.0,2049 Sawtelle Blvd,3102352089.0,Chinese,Asian,chinese,taiwanese,2.0,3.5,1523,2.5,4.0,52,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2230.0,1030.0,2230.0,1030.0,2200.0
57543,a431,b523,Hide Sushi Japanese Restaurant,Hide Sushi,Los Angeles,90025.0,2040 Sawtelle Blvd,3104777242.0,Japanese,Sushi,japanese,sushi bars,2.0,4.0,1437,2.5,4.0,87,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2000.0,1130.0,2100.0
57681,a433,b1089,Hurry Curry of Tokyo,Hurry Curry of Tokyo,Los Angeles,90025.0,2131 Sawtelle Blvd,3104731640.0,Asian,Japanese,japanese curry,salad,2.0,3.5,1368,1.0,4.0,50,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,2200.0
57738,a434,b357,Tsujita LA Artisan Noodle Annex,Tsujita LA,Los Angeles,90025.0,2050 Sawtelle Blvd,3102310222.0,Japanese,Asian,ramen,noodles,2.0,4.0,1373,2.5,4.0,137,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0
57854,a435,b2541,SushiStop,SushiStop,Los Angeles,90025.0,2053 Sawtelle Blvd,3104733999.0,Sushi,,sushi bars,japanese,1.0,3.5,1366,,4.5,7,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2300.0,1130.0,2300.0,1130.0,2200.0
57950,a438,b1210,Nong La Cafe,Nong La Cafe,Los Angeles,90025.0,2055 Sawtelle Blvd,3102681881.0,Asian,Vietnamese,vietnamese,,2.0,3.5,1212,1.0,4.5,22,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2230.0,1130.0,2230.0,1130.0,2200.0
58090,a443,b1445,Zankou Chicken,Zankou Chicken,Los Angeles,90025.0,1716 S Sepulveda Blvd,3104440550.0,Middle Eastern,Lebanese,mediterranean,armenian,1.0,4.0,1181,1.0,4.0,25,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0
58213,a446,b1201,Furaibo Restaurant,FuRaiBo,Los Angeles,90025.0,2068 Sawtelle Blvd,3104441432.0,Japanese,Asian,japanese,,2.0,3.5,1015,2.5,4.0,55,1130.0,1400.0,1730.0,2300.0,1130.0,1400.0,1730.0,2300.0,1130.0,1400.0,1730.0,2300.0,1130.0,1400.0
58308,a448,b2288,Tofu Ya,Tofu Ya,Los Angeles,90025.0,2021 Sawtelle Blvd,3104732627.0,Asian,Korean,korean,,2.0,3.5,1012,1.0,4.0,21,1130.0,2130.0,1130.0,2130.0,1130.0,2130.0,1130.0,2130.0,1130.0,2230.0,1130.0,2230.0,1130.0,2130.0
58336,a453,b771,Nook Bistro,Nook Bistro,Los Angeles,90025.0,11628 Santa Monica Blvd,3102075160.0,American,,american (new),bars,2.0,4.0,994,2.5,4.5,54,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0
58439,a457,b2272,Hara Sushi,Hara Sushi,Los Angeles,90025.0,12222 Wilshire Blvd,3108201021.0,Japanese,Sushi,sushi bars,japanese,2.0,3.5,1029,2.5,4.5,15,1130.0,2200.0,1130.0,2200.0,1130.0,2230.0,1130.0,2230.0,1130.0,2300.0,1200.0,2300.0,1200.0,2200.0
58595,a464,b289,Bandera,Bandera,Los Angeles,90025.0,11700 Wilshire Blvd,3104773524.0,American,,american (new),jazz & blues,3.0,4.0,947,4.0,4.5,112,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2300.0,1700.0,2300.0,1700.0,2200.0
58673,a469,b1165,California Chicken Cafe,California Chicken Cafe,Los Angeles,90025.0,2005 Westwood Blvd,3104461933.0,American,Vegetarian Friendly,chicken shop,,2.0,4.0,800,2.5,4.5,38,1045.0,2200.0,1045.0,2200.0,1045.0,2200.0,1045.0,2200.0,1045.0,2200.0,1045.0,2200.0,1100.0,2030.0
58729,a470,b475,Cafe 50's,Cafe 50's,Los Angeles,90025.0,11623 Santa Monica Blvd,3104791955.0,American,Cafe,american (traditional),diners,2.0,3.5,829,1.0,4.5,84,700.0,2400.0,700.0,2400.0,700.0,2400.0,700.0,2400.0,700.0,100.0,800.0,100.0,800.0,2400.0
58820,a471,b1589,Seoul House of Tofu,Seoul House of Tofu,Los Angeles,90025.0,2101 Sawtelle Blvd,3104449988.0,Asian,Korean,korean,seafood,2.0,3.5,727,2.5,4.0,24,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0
58936,a1204,b1110,Carmine's Restaurant & Bar,Carmines II,Los Angeles,90025.0,10463 Santa Monica Blvd,3104414706.0,Italian,,italian,wine bars,3.0,4.0,151,2.5,4.5,38,1700.0,2200.0,1130.0,1430.0,1700.0,2200.0,1130.0,1430.0,1700.0,2200.0,1130.0,1430.0,1700.0,2200.0
59090,a2065,b1760,India's Tandoori,India's Tandoori,Los Angeles,90025.0,11819 Wilshire Blvd,3102689100.0,Indian,Vegetarian Friendly,indian,,2.0,4.5,808,2.5,4.0,22,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1100.0,2200.0,1130.0,2200.0,1130.0,2200.0
59209,a2067,b1361,Nanbankan,Nanban-kan Restaurant,Los Angeles,90025.0,11330 Santa Monica Blvd,3104781591.0,Japanese,Asian,japanese,barbeque,2.0,4.0,646,2.5,4.5,33,1730.0,2230.0,1730.0,2230.0,1730.0,2230.0,1730.0,2230.0,1730.0,2230.0,1730.0,2230.0,1730.0,2230.0
59380,a2073,b2816,California Roll Factory,California Roll Factory,Los Angeles,90025.0,11629 Santa Monica Blvd,3109962366.0,Japanese,Sushi,sushi bars,japanese,2.0,4.0,583,2.5,4.0,24,1130.0,1430.0,1700.0,2230.0,1130.0,1430.0,1700.0,2230.0,1130.0,1430.0,1700.0,2230.0,1130.0,1430.0
59440,a2076,b2586,En Sushi,En Sushi,Los Angeles,90025.0,11651 Santa Monica Blvd,3104771551.0,Japanese,Sushi,japanese,sushi bars,2.0,4.0,565,2.5,3.5,27,1145.0,2230.0,1145.0,2230.0,1145.0,2230.0,1145.0,2300.0,1145.0,2300.0,1145.0,2300.0,1145.0,2230.0
59510,a2078,b2727,Le Saigon,Le Saigon,Los Angeles,90025.0,11611 Santa Monica Blvd,3103122929.0,Vietnamese,,vietnamese,,2.0,3.5,534,1.0,4.5,9,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,,
59607,a2081,b1414,Monte Alban Restaurant,Monte Alban,Los Angeles,90025.0,11929 Santa Monica Blvd,3104447736.0,Mexican,Latin,mexican,,2.0,4.0,528,2.5,4.5,29,800.0,2300.0,800.0,2300.0,800.0,2300.0,800.0,2300.0,800.0,2400.0,800.0,2400.0,800.0,2300.0
59669,a2082,b1339,Bar Hayama,Bar Hayama,Los Angeles,90025.0,1803 Sawtelle Blvd,3102352000.0,Japanese,Sushi,sushi bars,japanese,3.0,4.0,500,2.5,4.5,35,1200.0,1430.0,1730.0,2230.0,1200.0,1430.0,1730.0,2230.0,1200.0,1430.0,1730.0,2230.0,1200.0,1430.0
60045,a407,b153,Yamashiro Hollywood,Yamashiro,Los Angeles,90068.0,1999 N Sycamore Ave,3234665125.0,Japanese,Sushi,japanese,asian fusion,3.0,3.5,2851,4.0,4.0,732,1700.0,2300.0,1700.0,2300.0,1700.0,2300.0,1700.0,2300.0,1700.0,2400.0,1700.0,2400.0,1100.0,1500.0
60067,a1801,b530,Joe's Falafel,Joe's Falafel,Los Angeles,90068.0,3535 Cahuenga Blvd W,3235124447.0,Mediterranean,Middle Eastern,mediterranean,,1.0,4.5,1413,1.0,4.5,58,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2100.0
60085,a408,b485,Bea Bea's,Bea Bea's,Burbank,91505.0,353 N Pass Ave,8188462327.0,American,Cafe,breakfast & brunch,american (new),2.0,4.0,2782,2.5,4.5,321,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1600.0,700.0,1600.0,700.0,1600.0
60111,a1804,b567,Bob's Big Boy - Burbank,Bob's Big Boy,Burbank,91505.0,4211 W Riverside Dr,8188439334.0,American,Vegetarian Friendly,american (traditional),burgers,2.0,3.5,1240,1.0,4.0,654,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0
60128,a1814,b2023,Monte Carlo Deli & Pinocchio's Restaurant,Pinocchio Italian Restaurant,Burbank,91505.0,3103 W Magnolia Blvd,8188453516.0,Italian,Pizza,italian,delis,1.0,4.0,1062,2.5,4.5,127,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,2000.0,1000.0,1900.0
60132,a1818,b424,The Smoke House Restaurant,The Smoke House Restaurant,Burbank,91505.0,4420 W Lakeside Dr,8188453731.0,American,Steakhouse,breakfast & brunch,steakhouses,2.0,3.5,1000,2.5,4.0,559,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2230.0,1130.0,2230.0,1000.0,2030.0
60190,a411,b104,The Apple Pan,Apple Pan,Los Angeles,90064.0,10801 W Pico Blvd,3104753585.0,American,Fast Food,burgers,diners,2.0,3.5,2546,1.0,4.0,312,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,100.0,1100.0,100.0,1100.0,2400.0,1100.0,1200.0
60246,a436,b459,Westside Tavern,Westside Tavern,Los Angeles,90064.0,10850 W Pico Blvd,3104701539.0,American,Vegetarian Friendly,american (new),pubs,2.0,4.0,1338,2.5,4.0,128,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,2200.0
60299,a441,b89,Daikokuya Sawtelle,Daikokuya,Los Angeles,90064.0,2208 Sawtelle Blvd,3105754999.0,Japanese,Asian,ramen,noodles,2.0,4.0,1167,1.0,4.5,226,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0
60358,a445,b783,Bossa Nova Brazilian Cuisine,Bossa Nova,Los Angeles,90064.0,10982 W Pico Blvd,3104410404.0,Latin,Spanish,brazilian,latin american,2.0,3.5,1146,2.5,4.0,57,1100.0,100.0,1100.0,100.0,1100.0,100.0,1100.0,100.0,1100.0,100.0,1100.0,100.0,1100.0,100.0
60418,a447,b982,Don Antonio's,Don Antonio's,Los Angeles,90064.0,11755 W Pico Blvd,3103122090.0,Mexican,,mexican,,2.0,3.5,1089,2.5,4.0,86,1100.0,2230.0,1100.0,2230.0,1100.0,2300.0,1100.0,2230.0,1100.0,2300.0,1000.0,2300.0,1000.0,2230.0
60481,a460,b1476,Gyu-Kaku Japanese BBQ,Gyu-Kaku Japanese BBQ Dining,Los Angeles,90064.0,10925 W Pico Blvd,3102348641.0,Japanese,Asian,japanese,barbeque,2.0,3.5,926,2.5,4.0,53,1130.0,2330.0,1130.0,2330.0,1130.0,2330.0,1130.0,2330.0,1130.0,2330.0,1130.0,2330.0,1130.0,2330.0
60677,a1154,b2872,The Backhouse,Back House,Los Angeles,90064.0,10915 W Pico Blvd,3104816800.0,Japanese,Sushi,sushi bars,ramen,2.0,4.0,723,2.5,4.0,14,1600.0,2330.0,1600.0,2330.0,1600.0,2330.0,1600.0,2330.0,1600.0,2400.0,1600.0,2400.0,1600.0,2330.0
60694,a1156,b1021,Lenny's Deli,Lenny's Deli,Los Angeles,90064.0,2379 Westwood Blvd,3104755771.0,American,Delicatessen,delis,burgers,2.0,3.5,903,2.5,4.0,124,700.0,2300.0,700.0,2300.0,700.0,2300.0,700.0,2300.0,700.0,2400.0,700.0,2400.0,700.0,2300.0
61014,a968,b303,SunCafe Organic,SunCafe Organic,Los Angeles,91604.0,10820 Ventura Blvd,8183087420.0,American,Healthy,vegan,live/raw food,2.0,4.5,1821,2.5,4.5,77,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2200.0,1000.0,1530.0,1600.0,2200.0
61094,a1799,b315,Firefly,Firefly,Los Angeles,91604.0,11720 Ventura Blvd,8187621833.0,American,Gluten Free Options,american (new),lounges,3.0,4.0,1606,4.0,4.5,103,1700.0,100.0,1700.0,200.0,1700.0,200.0,1700.0,200.0,1700.0,200.0,1700.0,200.0,1000.0,1500.0
61174,a1802,b442,Black Market Liquor Bar,Black Market Liquor Bar,Los Angeles,91604.0,11915 Ventura Blvd,8184462533.0,American,,american (new),,2.0,4.0,1349,2.5,4.5,73,1700.0,100.0,1700.0,100.0,1700.0,100.0,1700.0,100.0,1700.0,100.0,1100.0,1500.0,1700.0,100.0
61340,a1805,b727,Lala's Argentine Grill,Lala's,Los Angeles,91604.0,11935 Ventura Blvd,8186234477.0,Argentinean,Steakhouse,argentine,,2.0,4.0,1188,2.5,4.0,75,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,2200.0
61478,a1811,b2975,Crave Cafe,Crave Cafe,Los Angeles,91604.0,11992 Ventura Blvd,8187639000.0,Cafe,,cafes,breakfast & brunch,2.0,3.5,1166,2.5,4.0,16,,,800.0,1200.0,,,,,,,,,,
61484,a1812,b141,Sushi Katsu-Ya Studio City,Sushi Katsu-ya,Los Angeles,91604.0,11680 Ventura Blvd,8189856976.0,Japanese,Sushi,sushi bars,japanese,3.0,4.0,1045,2.5,4.5,136,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0
61573,a1813,b618,Barrel & Ashes,Barrel & Ashes,Los Angeles,91604.0,11801 Ventura Blvd,8186238883.0,American,Barbecue,barbeque,american (traditional),2.0,3.5,1115,2.5,4.0,85,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1030.0,2300.0,1030.0,2200.0
61659,a1827,b786,Sushi Dan,Sushi Dan,Los Angeles,91604.0,11056 Ventura Blvd,8189852254.0,Japanese,Sushi,sushi bars,,2.0,4.0,931,2.5,4.0,61,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2400.0,1100.0,2400.0,1200.0,2300.0
61748,a1833,b1230,Daichan,Daichan,Los Angeles,91604.0,11288 Ventura Blvd,8189808450.0,Japanese,Asian,japanese,,2.0,4.5,779,2.5,4.5,30,1130.0,1500.0,1730.0,2100.0,1130.0,1500.0,1730.0,2100.0,1130.0,1500.0,1730.0,2100.0,1130.0,1500.0
61966,a1852,b486,Iroha Sushi of Tokyo,Iroha,Los Angeles,91604.0,12953 Ventura Blvd,8189909559.0,Japanese,Sushi,sushi bars,,3.0,4.0,875,2.5,4.5,79,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0
62128,a1854,b700,The Six Chow House,The Six,Los Angeles,91604.0,12650 Ventura Blvd,8187612319.0,American,Vegetarian Friendly,american (new),gastropubs,2.0,4.0,906,2.5,4.0,58,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1000.0,2200.0,1000.0,2200.0
62254,a1888,b2319,Hugo's Tacos,Hugo's Tacos,Los Angeles,91604.0,4749 Coldwater Canyon Ave,8187627771.0,Fast Food,Mexican,mexican,,1.0,3.5,821,1.0,4.0,36,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0
62310,a1889,b1602,Vitello's Restaurant,Vitello's,Los Angeles,91604.0,4349 Tujunga Ave,8187690905.0,Italian,Gluten Free Options,italian,wine bars,2.0,3.5,769,2.5,3.5,86,1100.0,1500.0,1700.0,2200.0,1100.0,1500.0,1700.0,2200.0,1100.0,1500.0,1700.0,2200.0,1100.0,1500.0
62406,a1891,b2176,Shiki Sushi,Shiki By Tanaka,Los Angeles,91604.0,12745 1/2 Ventura Blvd,8184873938.0,Japanese,Sushi,sushi bars,japanese,2.0,4.0,712,2.5,4.5,20,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2330.0,1130.0,2330.0,1130.0,2230.0
62466,a1894,b1564,Jerry's Famous Deli,Jerry's Famous Deli,Los Angeles,91604.0,12655 Ventura Blvd,8189804245.0,American,Delicatessen,delis,american (traditional),2.0,2.5,663,2.5,3.5,73,700.0,100.0,700.0,100.0,700.0,100.0,700.0,100.0,700.0,300.0,700.0,300.0,700.0,100.0
62524,a1899,b715,Tuning Fork,Tuning Fork Gastropub,Los Angeles,91604.0,12051 Ventura Pl,8186230734.0,American,,gastropubs,american (new),2.0,4.0,527,2.5,4.5,42,1100.0,2145.0,1100.0,2145.0,1100.0,2145.0,1100.0,2145.0,1100.0,2245.0,1100.0,2245.0,1100.0,2145.0
62625,a1900,b1566,Il Tramezzino - Studio City,Il Tramezzino,Los Angeles,91604.0,13031 Ventura Blvd,8187842244.0,Italian,Pizza,italian,,2.0,4.5,501,2.5,4.5,21,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2200.0,900.0,2200.0,900.0,1900.0
62713,a1902,b1908,Caioti Pizza Cafe,Caioti Pizza Cafe,Los Angeles,91604.0,4346 Tujunga Ave,8187613588.0,Pizza,Italian,pizza,italian,2.0,3.5,467,2.5,4.0,32,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2300.0,900.0,2300.0,900.0,2230.0
62780,a1903,b1448,Gangadin Indian,Gangadin Restaurant,Los Angeles,91604.0,12067 Ventura Pl,8185090722.0,Indian,Vegetarian Friendly,indian,seafood,2.0,4.0,464,2.5,4.0,32,1130.0,1400.0,1730.0,2130.0,1130.0,1400.0,1730.0,2130.0,1130.0,1400.0,1730.0,2130.0,1130.0,1400.0
63092,a1908,b1386,Ahi Sushi,Ahi Sushi,Los Angeles,91604.0,12915 Ventura Blvd,8189810277.0,Japanese,Sushi,sushi bars,japanese,2.0,4.0,381,2.5,4.5,29,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2330.0,1230.0,2330.0,1230.0,2200.0
63273,a2126,b2036,The Village,The Village,Los Angeles,91604.0,12345 Ventura Blvd,8187529222.0,Spanish,,cocktail bars,"beer, wine & spirits",2.0,3.5,623,2.5,4.0,17,1700.0,100.0,1700.0,100.0,1700.0,100.0,1700.0,100.0,1700.0,100.0,1700.0,100.0,1700.0,100.0
63302,a2132,b204,Carney's Express Limited,Carney's,Los Angeles,91604.0,12601 Ventura Blvd,8187618300.0,American,Fast Food,burgers,hot dogs,1.0,4.0,498,1.0,4.0,134,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2400.0,1100.0,2400.0,1100.0,2200.0
63423,a2133,b1888,Lemonade,Lemonade,Los Angeles,91604.0,12401 Ventura Blvd,8189855700.0,American,Vegetarian Friendly,american (new),,2.0,4.0,497,2.5,4.0,24,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0
63488,a2139,b1399,Rocco's Tavern,Rocco's Tavern,Los Angeles,91604.0,12514 Ventura Blvd,8189859876.0,American,Pizza,italian,pizza,2.0,3.5,455,2.5,4.5,22,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0
