name,category_1,category_2,address,city,zipcode,phone,price,rating,review_count,hours_sun_open,hours_sun_close,hours_mon_open,hours_mon_close,hours_tue_open,hours_tue_close,hours_wed_open,hours_wed_close,hours_thu_open,hours_thu_close,hours_fri_open,hours_fir_close,hours_sat_open,hours_sat_close,6
Mayura Indian Restaurant,indian,salad,10406 Venice Blvd,Culver City,90232,3105599644.0,2.0,4.0,812,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,,,
Empanada's Place,argentine,empanadas,3811 Sawtelle Blvd,Los Angeles,90066,3103910888.0,1.0,4.5,666,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,1900.0,,,
Samosa House East,vegetarian,indian,10700 Washington Blvd,Culver City,90232,3105596350.0,1.0,4.0,665,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,
South End,wine bars,american (traditional),2805 Abbot Kinney Blvd,Venice,90291,4242284736.0,2.0,4.5,670,1600.0,2200.0,1600.0,2200.0,1600.0,2200.0,1600.0,2200.0,1630.0,2300.0,1630.0,2300.0,1630.0,2200.0,
Crimson,mediterranean,,2901 Ocean Park Blvd,Santa Monica,90405,3103962400.0,2.0,4.5,661,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,930.0,2100.0,930.0,2100.0,
Cafe Brasil,brazilian,,10831 Venice Blvd,Los Angeles,90034,3108378957.0,2.0,4.0,593,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,
Blaze Fast-Fire'd Pizza,pizza,salad,4114 Sepulveda Blvd,Culver City,90230,3103400638.0,1.0,3.5,611,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,
Morfia's Ribs & Pies,barbeque,caterers,4077 Lincoln Blvd,Marina del Rey,90292,3108216939.0,2.0,4.0,593,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,
Cafe del Rey,american (new),seafood,4451 Admiralty Way,Marina del Rey,90292,3108236395.0,3.0,3.5,596,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2230.0,1130.0,2230.0,1030.0,2130.0,
Clementine,bakeries,breakfast & brunch,1751 Ensley Ave,Los Angeles,90024,3105521080.0,2.0,4.0,935,700.0,1900.0,700.0,1900.0,700.0,1900.0,700.0,1900.0,700.0,1900.0,800.0,1700.0,,,
Meizhou Dongpo Restaurant,szechuan,seafood,10250 Santa Monica Blvd,Los Angeles,90067,3107880120.0,3.0,3.0,552,1130.0,2115.0,1130.0,2115.0,1130.0,2115.0,1130.0,2115.0,1130.0,2215.0,1130.0,2215.0,1130.0,2115.0,
Obicà Mozzarella Bar Pizza e Cucina,italian,wine bars,10250 Santa Monica Blvd,Los Angeles,90067,3105562452.0,2.0,3.5,450,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2300.0,1130.0,2300.0,1130.0,2200.0,
208 Rodeo Restaurant,american (new),seafood,208 N Rodeo Dr,Beverly Hills,90210,3102752428.0,3.0,3.5,444,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,
Toscanova,italian,wine bars,10250 Santa Monica Blvd,Los Angeles,90067,3105510499.0,2.0,3.0,422,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2230.0,1100.0,2230.0,1100.0,2200.0,
Ajisen Ramen,ramen,,10250 Santa Monica Blvd,Los Angeles,90067,3105561188.0,2.0,3.5,347,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2200.0,1100.0,2200.0,1100.0,1900.0,
Shake Shack,american (traditional),fast food,10250 Santa Monica Blvd,Los Angeles,90067,4242180076.0,2.0,3.0,299,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2100.0,
Javier's Century City,mexican,bars,10250 Santa Monica Blvd,Los Angeles,90067,4243138143.0,3.0,3.0,344,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2300.0,1130.0,2300.0,1130.0,2200.0,
Bibigo Fresh Korean Kitchen,korean,,10252 Santa Monica Blvd,Los Angeles,90067,3105570011.0,1.0,3.5,212,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,1900.0,
Greenleaf Gourmet Chopshop,american (new),salad,9671 Wilshire Blvd,Beverly Hills,90212,3102460756.0,2.0,3.5,207,800.0,1600.0,800.0,1600.0,800.0,1600.0,800.0,1600.0,800.0,1600.0,,,,,
Massis Kabob - The Original Kabobery,persian/iranian,middle eastern,Westfield Century City Mall,Los Angeles,90067,3105564400.0,2.0,3.0,204,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,1900.0,
The Stand,american (new),burgers,2000 Ave of the Stars,Los Angeles,90067,3107850400.0,2.0,4.0,212,800.0,1600.0,800.0,1600.0,800.0,1600.0,800.0,1600.0,800.0,1600.0,,,,,
Circa 55,bars,american (new),9876 Wilshire Blvd,Beverly Hills,90210,3108876055.0,3.0,3.5,198,630.0,2200.0,630.0,2200.0,630.0,2200.0,630.0,2200.0,630.0,2200.0,630.0,2200.0,630.0,2200.0,
The Belvedere,american (new),breakfast & brunch,9882 S Santa Monica Blvd,Beverly Hills,90212,3109752736.0,4.0,4.0,170,630.0,2230.0,630.0,2230.0,630.0,2230.0,630.0,2230.0,630.0,2230.0,630.0,2230.0,630.0,2230.0,
Joss Cuisine / Traditional,dim sum,cantonese,9919 Santa Monica Blvd,Beverly Hills,90212,3102773888.0,3.0,4.0,180,1200.0,1500.0,1730.0,2200.0,1200.0,1500.0,1730.0,2200.0,1200.0,1500.0,1730.0,2200.0,1200.0,1500.0,
Greenleaf Gourmet Chopshop,american (new),salad,1888 Century Park E,Los Angeles,90067,4242398700.0,2.0,2.5,171,800.0,1600.0,800.0,1600.0,800.0,1600.0,800.0,1600.0,800.0,1600.0,,,,,
Gelson's Market,grocery,delis,10250 Santa Monica Blvd,Los Angeles,90067,3102774288.0,3.0,4.0,154,700.0,2300.0,700.0,2300.0,700.0,2300.0,700.0,2300.0,700.0,2300.0,700.0,2300.0,700.0,2300.0,
Roni's,american (traditional),italian,9911 S Santa Monica Blvd,Beverly Hills,90212,3107720044.0,2.0,3.5,134,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,900.0,1500.0,
Carmine's Restaurant & Bar,italian,wine bars,10463 Santa Monica Blvd,Los Angeles,90025,3104414706.0,3.0,4.0,151,1700.0,2200.0,1130.0,1430.0,1700.0,2200.0,1130.0,1430.0,1700.0,2200.0,1130.0,1430.0,1700.0,2200.0,
Mrs Winston's Green Grocery,salad,sandwiches,1999 Avenue Of The Stars,Los Angeles,90067,3105534100.0,2.0,4.5,120,700.0,1700.0,700.0,1700.0,700.0,1700.0,700.0,1700.0,700.0,1700.0,,,,,
McDonald's,fast food,burgers,10451 Santa Monica Blvd,Los Angeles,90025,3104743160.0,1.0,2.0,140,,,,,,,,,,,,,,,
Jean-Georges Beverly Hills,cocktail bars,american (new),9850 Wilshire Blvd,Beverly Hills,90210,3108606566.0,4.0,3.5,142,700.0,1030.0,1145.0,1530.0,1730.0,2230.0,700.0,1030.0,1145.0,1530.0,1730.0,2230.0,700.0,1030.0,
Cuvee,sandwiches,salad,2000 Ave Of The Stars,Los Angeles,90067,3102773303.0,2.0,3.5,113,730.0,2100.0,730.0,2100.0,730.0,2100.0,730.0,2100.0,730.0,2100.0,,,,,
Sen Asian Kitchen,asian fusion,sushi bars,2000 Ave Of The Stars,Century City,90067,3102777708.0,2.0,2.0,118,1100.0,1430.0,1100.0,1430.0,1100.0,1430.0,1100.0,1430.0,1100.0,1430.0,,,,,
The Cellar Bar & Grill,american (new),dive bars,1880 Century Park E,Los Angeles,90067,3102771584.0,2.0,3.5,109,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,,,,,
Mariposa,american (new),,9700 Wilshire Blvd,Beverly Hills,90212,3109754350.0,3.0,4.0,98,1130.0,1500.0,1130.0,1500.0,1130.0,1500.0,1130.0,1500.0,1130.0,1500.0,1130.0,1600.0,1200.0,1600.0,
La Pizza & La Pasta,pizza,italian,10250 Santa Monica Blvd,Los Angeles,90067,2133108000.0,2.0,2.5,111,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,
The Roof Garden,american (new),lounges,9882 S Santa Monica Blvd,Beverly Hills,90212,3109752855.0,3.0,4.0,103,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,
Freds Beverly Hills,american (new),,9570 Wilshire Blvd,Beverly Hills,90212,3107775877.0,3.0,3.5,100,1100.0,1900.0,1100.0,1900.0,1100.0,1900.0,1100.0,1900.0,1100.0,1900.0,1100.0,1900.0,1100.0,1800.0,
Petros,greek,,10250 Santa Monica Blvd,Los Angeles,90067,3102773876.0,2.0,3.0,116,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2400.0,1100.0,2400.0,1100.0,2300.0,
Piknic - Century City,sandwiches,burgers,2000 Ave Of The Stars,Century City,90067,3102772700.0,2.0,3.0,88,1030.0,1430.0,1030.0,1430.0,1030.0,1430.0,1030.0,1430.0,1030.0,1430.0,,,,,
Nerano,italian,bars,9960 S Santa Monica Blvd,Beverly Hills,90212,3104050155.0,3.0,4.0,108,1130.0,1500.0,1630.0,2230.0,1130.0,1500.0,1630.0,2230.0,1130.0,1500.0,1630.0,2230.0,1130.0,1500.0,
1880 Cafe,american (new),sandwiches,1880 Century Park E,Los Angeles,90067,3105531880.0,1.0,4.0,84,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1600.0,,,,,
The Rooftop by JG,latin american,lounges,9850 Wilshire Blvd,Beverly Hills,90210,3108606566.0,4.0,4.0,82,1200.0,2400.0,1200.0,2400.0,1200.0,2400.0,1200.0,2400.0,1200.0,2400.0,1200.0,2400.0,1200.0,2400.0,
Il Pesce Cucina at Eataly,seafood,bars,10250 Santa Monica Blvd,Los Angeles,90067,2133108000.0,3.0,3.5,69,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,
Panini Kabob Grill,mediterranean,breakfast & brunch,10250 Santa Monica Blvd,Los Angeles,90067,3105579095.0,2.0,3.5,69,800.0,2130.0,800.0,2130.0,800.0,2130.0,800.0,2130.0,800.0,2130.0,800.0,2130.0,800.0,2130.0,
Caffe Paraggi,italian,juice bars & smoothies,1888 Century Park E,Century City,90067,3102848555.0,2.0,4.5,72,730.0,1500.0,730.0,1500.0,730.0,1500.0,730.0,1500.0,730.0,1500.0,,,,,
Habanero Grill,mexican,breakfast & brunch,2000 Avenue Of The Stars,Century City,90067,3102774440.0,2.0,3.0,54,730.0,1530.0,730.0,1530.0,730.0,1530.0,730.0,1530.0,730.0,1530.0,,,,,
Chipotle Mexican Grill,fast food,mexican,10250 Santa Monica Blvd,Los Angeles,90067,4242040026.0,1.0,2.5,50,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1100.0,2000.0,
California Pizza Kitchen - Westfield Century City,pizza,salad,10250 Santa Monica Blvd,Los Angeles,90067,4243631235.0,2.0,3.0,53,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,2200.0,
Tipsy Cow,american (traditional),cocktail bars,10250 California State Route 2,Los Angeles,90067,4243138447.0,2.0,3.5,52,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2200.0,1000.0,2200.0,1000.0,1900.0,
Ralphs,grocery,bakeries,10309 W Olympic Blvd,Los Angeles,90064,3105538117.0,2.0,2.5,52,600.0,2300.0,600.0,2300.0,600.0,2300.0,600.0,2300.0,600.0,2300.0,600.0,2300.0,600.0,2300.0,
Trimana,sandwiches,juice bars & smoothies,1875 Century Park E,Los Angeles,90067,3107720726.0,1.0,3.0,43,,,,,,,,,,,,,,,
Century City Mall Food Court,food court,,10250 Santa Monica Blvd,Los Angeles,90067,3102773898.0,2.0,4.0,46,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1200.0,1900.0,
Nespresso Boutique at Bloomingdales,coffee & tea,cafes,10250 Santa Monica Boulevard,Los Angeles,90067,8005621465.0,2.0,4.5,53,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1100.0,1900.0,
The Garden Cafe,cafes,,1840 Century Park E,Los Angeles,90067,3107885188.0,2.0,3.0,49,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1500.0,700.0,1500.0,,,,,
Tender Greens,american (new),sandwiches,10250 Santa Monica Blvd Space,Los Angeles,90067,4243035844.0,2.0,3.5,47,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2200.0,1100.0,2200.0,1100.0,2100.0,
Nobu,japanese,sushi bars,903 N La Cienega Blvd,West Hollywood,90069,3106575711.0,4.0,4.0,1042,1730.0,2200.0,1730.0,2200.0,1730.0,2200.0,1730.0,2300.0,1730.0,2300.0,1730.0,2300.0,1730.0,2200.0,
Eveleigh,american (new),breakfast & brunch,8752 W Sunset Blvd,West Hollywood,90069,4242391630.0,3.0,3.5,1083,1700.0,2300.0,1700.0,2300.0,1700.0,2300.0,1700.0,2400.0,1700.0,100.0,1000.0,1500.0,1700.0,100.0,
Catch LA,sushi bars,seafood,8715 Melrose Ave,West Hollywood,90069,3233476060.0,3.0,3.5,1188,1700.0,200.0,1700.0,200.0,1700.0,200.0,1700.0,200.0,1700.0,200.0,1100.0,1500.0,1700.0,200.0,
Vito's Pizza,pizza,italian,846 N La Cienega Blvd,Los Angeles,90069,3106526859.0,2.0,4.0,950,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2400.0,1100.0,2400.0,1100.0,2300.0,
Hamburger Mary's,burgers,bars,8288 Santa Monica Blvd,West Hollywood,90046,3236543800.0,2.0,3.0,945,1100.0,100.0,1100.0,100.0,1100.0,100.0,1100.0,100.0,1100.0,200.0,1100.0,200.0,1000.0,100.0,
The Church Key,cocktail bars,american (new),8730 W Sunset Blvd,West Hollywood,90069,4242493700.0,3.0,4.0,916,1700.0,2400.0,1700.0,2400.0,1700.0,2400.0,1700.0,100.0,1000.0,1500.0,1730.0,100.0,1000.0,1500.0,
Lemonade,american (new),,9001 Beverly Blvd,West Hollywood,90048,3102472500.0,2.0,4.0,877,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,
Dialog Cafe,cafes,breakfast & brunch,8766 Holloway Dr,West Hollywood,90069,3102891630.0,1.0,4.5,958,700.0,1900.0,700.0,1900.0,700.0,1900.0,700.0,1900.0,700.0,1900.0,800.0,1700.0,800.0,1700.0,
Koi,japanese,asian fusion,730 N La Cienega Blvd,West Hollywood,90069,3106599449.0,3.0,4.0,873,1800.0,2300.0,1800.0,2300.0,1800.0,2300.0,1800.0,2300.0,1800.0,2330.0,1800.0,2330.0,1800.0,2200.0,
Fresh Corn Grill,pizza,sandwiches,8714 Santa Monica Blvd,West Hollywood,90069,3108559592.0,2.0,4.5,834,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1130.0,2100.0,
EP & LP,bars,asian fusion,603 N La Cienega Blvd,West Hollywood,90069,3108559955.0,3.0,3.0,885,1700.0,200.0,1700.0,200.0,1700.0,200.0,1700.0,200.0,1700.0,200.0,1200.0,200.0,1200.0,200.0,
Kitchen24 - West Hollywood,breakfast & brunch,american (traditional),8575 Santa Monica Blvd,West Hollywood,90069,4247770959.0,2.0,3.5,863,,,,,,,,,,,,,,,
Sack Sandwiches,american (new),sandwiches,8360 Melrose Ave,Los Angeles,90069,3236557225.0,1.0,4.0,754,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,
La Boheme,bars,american (new),8400 Santa Monica Blvd,West Hollywood,90069,3238482360.0,3.0,3.5,786,1700.0,2130.0,1700.0,2130.0,1700.0,2130.0,1700.0,2230.0,1700.0,2230.0,1700.0,2130.0,,,
Bambou Le Pho,vietnamese,vegetarian,8351 Santa Monica Blvd,West Hollywood,90069,3238488881.0,2.0,4.0,816,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,
Barney's Beanery,breakfast & brunch,gastropubs,8447 Santa Monica Blvd,West Hollywood,90069,3236542287.0,2.0,3.5,743,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,900.0,200.0,900.0,200.0,
Alfred Coffee Melrose Place,coffee & tea,bakeries,8428 Melrose Pl,Los Angeles,90069,3239440811.0,2.0,4.0,705,700.0,2000.0,700.0,2000.0,700.0,2000.0,700.0,2000.0,700.0,2000.0,700.0,2000.0,700.0,2000.0,
Bossa Nova Brazilian Cuisine,latin american,brazilian,685 N Robertson Blvd,West Hollywood,90069,3106575070.0,2.0,3.5,734,1100.0,2330.0,1100.0,2330.0,1100.0,2330.0,1100.0,2330.0,1100.0,330.0,1100.0,330.0,1100.0,2400.0,
Rainbow Bar & Grill,italian,bars,9015 W Sunset Blvd,Los Angeles,90069,3102784232.0,2.0,3.5,752,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1700.0,200.0,1700.0,200.0,
Tender Greens,american (new),sandwiches,8759 Santa Monica Blvd,West Hollywood,90069,3103581919.0,2.0,4.0,674,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,
Night + Market Weho,thai,,9043 W Sunset Blvd,West Hollywood,90069,3102759724.0,2.0,3.5,674,1130.0,1430.0,1700.0,2230.0,1130.0,1430.0,1700.0,2230.0,1130.0,1430.0,1700.0,2230.0,1700.0,2230.0,
Carney's,burgers,hot dogs,8351 W Sunset Blvd,Los Angeles,90069,3236548300.0,1.0,4.0,661,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,300.0,1100.0,300.0,1100.0,2400.0,
Tortilla Republic,mexican,breakfast & brunch,616 N Robertson Blvd,West Hollywood,90069,3106579888.0,2.0,4.0,687,1500.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2300.0,1000.0,2300.0,1000.0,2200.0,
Phonomenal,vietnamese,,8543 Santa Monica Blvd,West Hollywood,90069,4242493825.0,2.0,4.0,666,1200.0,2200.0,1200.0,2200.0,1200.0,2200.0,1200.0,2200.0,1200.0,2200.0,1200.0,2200.0,1200.0,2200.0,
Fiesta Cantina,mexican,gay bars,8865 Santa Monica Blvd,West Hollywood,90069,3106528865.0,2.0,3.5,644,1200.0,200.0,1200.0,200.0,1200.0,200.0,1200.0,200.0,1200.0,200.0,1200.0,200.0,1200.0,200.0,
Dan Tana's,italian,cocktail bars,9071 Santa Monica Blvd,West Hollywood,90069,3102759444.0,3.0,3.5,690,1700.0,100.0,1700.0,100.0,1700.0,100.0,1700.0,100.0,1700.0,100.0,1700.0,100.0,1700.0,30.0,
Craig's,american (new),comfort food,8826 Melrose Ave,West Hollywood,90069,3102761900.0,3.0,4.0,710,1700.0,30.0,1700.0,30.0,1700.0,30.0,1700.0,30.0,1700.0,30.0,1700.0,30.0,1700.0,30.0,
Madeo Restaurant,italian,,8897 Beverly Blvd,Los Angeles,90048,3108594903.0,4.0,4.0,653,1800.0,2300.0,1200.0,1500.0,1800.0,2300.0,1200.0,1500.0,1800.0,2300.0,1200.0,1500.0,1800.0,2300.0,
Mel's Drive-In,american (traditional),breakfast & brunch,8585 W Sunset Blvd,West Hollywood,90069,3108547201.0,2.0,3.5,641,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,
The Belmont,american (traditional),american (new),747 N La Cienega Blvd,West Hollywood,90069,3106598871.0,2.0,3.5,566,1130.0,200.0,1130.0,200.0,1130.0,200.0,1130.0,200.0,1130.0,200.0,1000.0,200.0,1000.0,200.0,
The Farm of Beverly Hills,american (new),breakfast & brunch,439 N Beverly Dr,Beverly Hills,90210,3102735578.0,2.0,3.5,697,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,800.0,2000.0,800.0,2000.0,
The District by Hannah An,vietnamese,seafood,8722 W 3rd St,Los Angeles,90048,3102782345.0,3.0,4.0,742,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2300.0,1100.0,1600.0,1700.0,2300.0,
SUGARFISH by sushi nozawa,sushi bars,japanese,212 N Canon Dr,Beverly Hills,90210,3102766900.0,3.0,4.0,710,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1200.0,2100.0,
Mr Chow,chinese,,344 N Camden Dr,Beverly Hills,90210,3102789911.0,4.0,3.0,718,1200.0,1430.0,1800.0,2330.0,1200.0,1430.0,1800.0,2330.0,1200.0,1430.0,1800.0,2330.0,1200.0,1430.0,
Berlins,bubble tea,german,8474 W 3rd St,Los Angeles,90048,3237465409.0,1.0,4.5,728,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,230.0,1130.0,230.0,1130.0,2200.0,
berri's,pizza,italian,8412 W 3rd St,Los Angeles,90048,3238520642.0,2.0,3.0,675,1000.0,400.0,1000.0,400.0,1000.0,400.0,1000.0,400.0,1000.0,400.0,1000.0,400.0,1000.0,400.0,
Electric Karma,indian,bars,8222 1/2 W 3rd St,Los Angeles,90048,3236532121.0,2.0,4.0,642,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2300.0,1130.0,2300.0,1130.0,2230.0,
Plancha Tacos,mexican,,8250 W 3rd St,Los Angeles,90048,3239519911.0,1.0,4.0,598,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,100.0,800.0,100.0,800.0,2400.0,
Genwa Korean BBQ,korean,barbeque,170 N La Cienega Blvd,Beverly Hills,90211,3108540046.0,3.0,4.5,591,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1200.0,2200.0,1200.0,2200.0,
LA Paella,spanish,tapas bars,476 S San Vicente Blvd,Los Angeles,90045,3239510745.0,3.0,4.0,553,1130.0,1430.0,1730.0,2200.0,1130.0,1430.0,1730.0,2200.0,1130.0,1430.0,1730.0,2200.0,1130.0,1430.0,
Morton's The Steakhouse,steakhouses,seafood,435 S La Cienega Blvd,Los Angeles,90048,3102461501.0,4.0,4.0,527,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2300.0,1700.0,2300.0,1700.0,2200.0,
The 3rd Stop,pubs,burgers,8636 W 3rd St,Los Angeles,90048,3102733605.0,2.0,4.0,513,1130.0,200.0,1130.0,200.0,1130.0,200.0,1130.0,200.0,1130.0,200.0,1130.0,200.0,1130.0,2400.0,
La Provence Patisserie & Cafe,bakeries,french,8950 W Olympic Blvd,Beverly Hills,90211,3108888833.0,2.0,4.0,500,700.0,1900.0,700.0,1900.0,700.0,1900.0,700.0,1900.0,700.0,1900.0,800.0,1700.0,800.0,1600.0,
Crazy Fish,sushi bars,japanese,9105 W Olympic Blvd,Beverly Hills,90212,3105508547.0,2.0,2.5,492,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0,
Natalee Thai Cuisine,thai,,998 S Robertson Blvd,Beverly Hills,90035,3108559380.0,2.0,3.5,454,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2230.0,1130.0,2230.0,1130.0,2200.0,
Locanda Veneta,italian,,8638 W 3rd St,Los Angeles,90048,3102741893.0,3.0,4.5,432,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2130.0,1700.0,2130.0,1700.0,2030.0,
Boss Sushi,japanese,sushi bars,270 S La Cienega Blvd,Beverly Hills,90211,3106595612.0,2.0,4.0,419,1130.0,1430.0,1800.0,2200.0,1130.0,1430.0,1800.0,2200.0,1130.0,1430.0,1800.0,2200.0,1130.0,1430.0,
Prospect Gourmand,breakfast & brunch,american (new),272 S La Cienega Blvd,Beverly Hills,90211,4242049151.0,2.0,4.5,464,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1030.0,2300.0,1030.0,2100.0,
Goldie's Los Angeles,american (new),,8422 W 3rd St,Los Angeles,90048,3236772470.0,2.0,3.5,426,1200.0,2300.0,1200.0,2300.0,1200.0,2300.0,1200.0,2300.0,1200.0,2400.0,1000.0,2400.0,1000.0,2230.0,
India's Grill,indian,,428 S San Vicente Blvd,Los Angeles,90048,3106593903.0,2.0,4.0,458,1030.0,2330.0,1030.0,2330.0,1030.0,2330.0,1030.0,2330.0,1030.0,2400.0,1100.0,2400.0,1100.0,2330.0,
Tres By José Andrés,breakfast & brunch,american (new),465 S La Cienega Bvld,Los Angeles,90048,3102465551.0,3.0,4.0,381,630.0,2230.0,630.0,2230.0,630.0,2230.0,630.0,2230.0,630.0,2330.0,630.0,2330.0,630.0,2230.0,
Culina,italian,cocktail bars,300 S Doheny Dr,Los Angeles,90048,3108604000.0,3.0,4.0,412,630.0,2230.0,630.0,2230.0,630.0,2230.0,630.0,2300.0,630.0,2300.0,630.0,2300.0,630.0,2230.0,
Spice Affair Beverly Hills Indian Restaurant,indian,venues & event spaces,50 N La Cienega Blvd,Beverly Hills,90211,3104006800.0,3.0,4.0,441,1130.0,1430.0,1700.0,2200.0,1130.0,1430.0,1700.0,2200.0,1130.0,1430.0,1700.0,2200.0,1130.0,1430.0,
Bru's Wiffle And More,american (new),breakfast & brunch,8635 Wilshire Blvd,Beverly Hills,90211,3103606600.0,2.0,4.0,415,800.0,1500.0,800.0,1500.0,800.0,1500.0,800.0,1500.0,900.0,1600.0,900.0,1600.0,,,
Tuk Tuk Thai,thai,salad,8875 W Pico Blvd,Los Angeles,90035,3108601872.0,2.0,3.5,366,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1300.0,2200.0,1700.0,2200.0,
Pizzeria Il Fico,pizza,italian,310 S Robertson Blvd,Los Angeles,90048,3102713426.0,2.0,4.5,360,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2300.0,1100.0,2300.0,1100.0,2200.0,
