name,category_1,category_2,address,city,zipcode,phone,price,rating,review_count,hours_sun_open,hours_sun_close,hours_mon_open,hours_mon_close,hours_tue_open,hours_tue_close,hours_wed_open,hours_wed_close,hours_thu_open,hours_thu_close,hours_fri_open,hours_fri_close,hours_sat_open,hours_sat_close
Bird's Nest Cafe,American,Cafe,2403 S Vermont Ave,Los Angeles,90007,3236417986.0,1.0,4.5,11,,,,,,,,,,,,,,
In-N-Out Burger,Fast Food,,4444 Van Nuys Blvd,Los Angeles,91403,8007861000.0,1.0,4.0,24,1030.0,100.0,1030.0,100.0,1030.0,100.0,1030.0,100.0,1030.0,100.0,1030.0,130.0,1030.0,130.0
Seafood Village Restaurant,Seafood,Chinese,684 W Garvey Ave,Monterey Park,91754,6262890088.0,2.5,4.5,23,1100.0,1200.0,1100.0,1200.0,1100.0,1200.0,1100.0,1200.0,1100.0,1200.0,1100.0,1200.0,1100.0,1200.0
Moruno,Mediterranean,Spanish,6333 W 3rd St,Los Angeles,90036,3233721251.0,2.5,4.5,16,1100.0,2300.0,1100.0,1800.0,1100.0,1800.0,1100.0,1800.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0
Cafe Brentwood,American,Cafe,150 S Barrington Ave,Los Angeles,90049,3104720766.0,2.5,4.0,19,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0
Sushi Masu,Japanese,Sushi,1911 Westwood Blvd,Los Angeles,90025,3104464368.0,2.5,4.5,23,1730.0,2200.0,,,2400.0,1430.0,2400.0,1430.0,2400.0,1430.0,2400.0,1430.0,1730.0,2230.0
BJ's Restaurant & Brewhouse,American,,101 N Brand Blvd,Glendale,91203,8188440160.0,2.5,4.0,60,1000.0,1200.0,1100.0,1200.0,1100.0,1200.0,1100.0,1200.0,1100.0,1200.0,1100.0,100.0,1000.0,100.0
Little Cafe,Cafe,,19204 Ventura Blvd,Los Angeles,91356,8187058335.0,2.5,4.5,17,800.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,800.0,1500.0
The Boiling Crab,Seafood,,10875 Kinross Ave,Los Angeles,90024,3102084888.0,2.5,4.0,19,,,,,,,,,,,,,,
Rustic Kitchen,American,Mediterranean,3523 S Centinela Ave,Los Angeles,90066,3103901500.0,2.5,4.5,13,1000.0,2200.0,800.0,2200.0,,,800.0,2200.0,800.0,2200.0,800.0,2300.0,1000.0,2300.0
Cafe Brasil,Latin,South American,10831 Venice Blvd,Los Angeles,90034,3108378957.0,2.5,4.0,24,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
Nonna's Empinadas,,,6333 W 3rd St,Los Angeles,90036,,,4.5,10,900.0,1900.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2000.0
Pimai Restaurant,Asian,Thai,5833 Franklin Ave,Los Angeles,90028,3234617841.0,1.0,4.0,24,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1100.0,1500.0,1700.0,2300.0
Cabbage Patch,American,Vegetarian Friendly,520 W 6th St,Los Angeles,90014,2134894489.0,1.0,4.5,19,,,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,,
The Original Rinaldi's,American,,6171 W Century Blvd,Los Angeles,90045,4243518799.0,1.0,4.5,11,,,,,,,,,,,,,,
Yojie Japanese Fondue and Sake Bar,Japanese,Asian,501 W Olympic Blvd Unit 102,Los Angeles,90015,2139888808.0,2.5,4.5,17,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,1200.0,1130.0,1200.0
New Capital Seafood Restaurant,Chinese,Seafood,140 W Valley Blvd Fl 4,San Gabriel,91776,6262881899.0,2.5,4.0,42,800.0,100.0,800.0,100.0,800.0,100.0,800.0,100.0,800.0,100.0,800.0,100.0,800.0,100.0
Villa Blanca,Italian,American,9601 Brighton Way,Beverly Hills,90210,3108597600.0,2.5,4.0,691,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
The Rock Store,American,Cafe,30354 Mulholland Highway Cornell,Los Angeles,,8188891311.0,1.0,4.0,21,700.0,1800.0,,,,,,,,,900.0,1800.0,700.0,1800.0
Los Tacos,Mexican,,7954 Santa Monica Blvd,Los Angeles,90046,3238489141.0,1.0,4.5,20,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0
The Capri Italian Restaurant,Italian,Pizza,Viale Giacomo Matteotti 15,Los Angeles,00413,3232573225.0,2.5,4.5,19,1000.0,2200.0,1100.0,2200.0,,,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0
Trasteverse,Italian,,Hollywood and highland,West Hollywood,,3239623700.0,2.5,4.0,18,,,,,,,,,,,,,,
Joey's Cafe,American,Cafe,8301 Santa Monica Blvd,West Hollywood,90069,3238220671.0,2.5,4.0,54,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0
Munch Box,Fast Food,,21532 Devonshire St,Los Angeles,91311,8189989240.0,1.0,4.5,21,,,1030.0,1700.0,1030.0,1700.0,1030.0,1700.0,1030.0,1700.0,1030.0,1700.0,1030.0,1600.0
La Poubelle,French,,5907 Franklin Ave,Los Angeles,90028,3234650807.0,2.5,3.5,57,1000.0,300.0,1600.0,200.0,1600.0,200.0,1600.0,200.0,1600.0,200.0,1600.0,200.0,1000.0,300.0
Mandarette,Chinese,Asian,8386 Beverly Blvd,Los Angeles,90048,3236556115.0,2.5,4.0,38,2400.0,2200.0,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0,1100.0,2330.0,2400.0,2330.0
Uncle John's Cafe,Chinese,Asian,836 S Grand Ave,Los Angeles,90017,2136233555.0,1.0,4.5,14,,,630.0,1500.0,630.0,1500.0,630.0,1500.0,630.0,1500.0,630.0,1500.0,700.0,1500.0
Farsi Cafe,Middle Eastern,Persian,1916 Westwood Blvd,Los Angeles,90025,3104754500.0,2.5,4.5,17,1100.0,2230.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2230.0,1100.0,2230.0
Govinda's Natural Food Restaurant,Indian,Vegetarian Friendly,3764 Watseka Ave,Los Angeles,90034,3108361269.0,,4.5,18,2400.0,1600.0,1100.0,1500.0,1100.0,1500.0,1100.0,1500.0,1100.0,1500.0,1100.0,1500.0,1100.0,1500.0
Olio Pizzeria & Cafe,Pizza,Italian,8075 W 3rd St,Los Angeles,90048,,2.5,4.0,27,1030.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1030.0,2200.0
Cava,Mediterranean,Middle Eastern,1073 Broxton Ave,Los Angeles,90024,3108606288.0,1.0,4.5,14,,,,,,,,,,,,,,
Radhika,Indian,Vegetarian Friendly,966 Mission St,South Pasadena,91030,6267992200.0,2.5,4.0,21,1100.0,2200.0,1100.0,1500.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
Chick fil A of UCLA,Fast Food,,900 Westwood Blvd,Los Angeles,90024,3104438900.0,1.0,4.0,19,,,630.0,2230.0,630.0,2230.0,630.0,2230.0,630.0,2230.0,630.0,2330.0,630.0,2330.0
Noah's Bagels,Cafe,Fast Food,10910 Lindbrook Dr,Los Angeles,90024,3104430701.0,1.0,4.5,20,700.0,1600.0,600.0,1700.0,600.0,1700.0,600.0,1700.0,600.0,1700.0,600.0,1700.0,630.0,1600.0
The Habit,Fast Food,,9243 Winnetka Ave,Los Angeles,91311,8187730257.0,1.0,4.5,21,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2300.0,1030.0,2300.0
El Cochinito Restaurant,Caribbean,Latin,3508 W Sunset Blvd,Los Angeles,90026,3236680737.0,2.5,4.5,25,1100.0,2030.0,1100.0,2030.0,1100.0,2030.0,1100.0,2030.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0
Ronnie's Diner,American,,12740 Culver Blvd Ste J,Los Angeles,90066,3105789399.0,1.0,4.0,26,730.0,1430.0,700.0,1430.0,700.0,1430.0,700.0,1430.0,700.0,1430.0,700.0,1430.0,730.0,1430.0
Tompkins Square,,,8522 Lincoln Blvd,Los Angeles,90045,3106701212.0,2.5,4.5,15,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0
India's Tandoori,Indian,Vegetarian Friendly,11819 Wilshire Blvd,Los Angeles,90025,3102689100.0,2.5,4.0,22,2400.0,2200.0,1130.0,1430.0,1130.0,1430.0,1130.0,1430.0,1130.0,1430.0,1130.0,1430.0,2400.0,2200.0
El Taurino,Mexican,Latin,1104 S Hoover St,Los Angeles,90006,2137389197.0,1.0,4.0,42,,,830.0,300.0,830.0,300.0,830.0,300.0,830.0,300.0,830.0,1200.0,,
Ike Sushi,Japanese,Sushi,6051 Hollywood Blvd Ste 105,Los Angeles,90028,3238569972.0,2.5,4.5,33,,,2400.0,1430.0,2400.0,1430.0,2400.0,1430.0,2400.0,1430.0,2400.0,1430.0,1730.0,2200.0
Corner Bakery Cafe,American,Cafe,100 N La Cienega Blvd,Los Angeles,90048,3103589146.0,1.0,4.0,40,800.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2200.0,700.0,2200.0
Chipotle Mexican Grill,Mexican,Fast Food,110 S Fairfax Ave,Los Angeles,90036,3238570608.0,1.0,4.0,22,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0
Boston Lobster,Asian,Chinese,727 E Valley Blvd,San Gabriel,91776,6262884388.0,2.5,4.5,29,1130.0,2130.0,1130.0,2130.0,1130.0,2130.0,1130.0,2130.0,1130.0,2130.0,1130.0,2130.0,1130.0,2130.0
Maria's Italian Kitchen,Italian,Pizza,9161 Reseda Blvd,Los Angeles,91324,8183415114.0,2.5,4.0,22,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2230.0,1100.0,2230.0
Teru Sushi,Japanese,Sushi,11940 Ventura Blvd,Los Angeles,91604,8187636201.0,2.5,4.0,32,1700.0,2200.0,2400.0,1430.0,2400.0,1430.0,2400.0,1430.0,2400.0,1430.0,2400.0,1430.0,1730.0,2330.0
The Grain Cafe,Cafe,,4222 W Pico Blvd,Los Angeles,90019,3239314034.0,2.5,4.5,11,800.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0
King Taco,Mexican,Fast Food,45 N Arroyo Pkwy,Pasadena,91103,6267920405.0,1.0,4.0,68,830.0,1200.0,700.0,1200.0,700.0,1200.0,700.0,1200.0,700.0,1200.0,700.0,300.0,800.0,300.0
Miya Sushi,Japanese,Sushi,5215 Laurel Canyon Blvd,Los Angeles,91607,8187608662.0,,5.0,12,1730.0,2200.0,,,1130.0,1430.0,1130.0,1430.0,1130.0,1430.0,1130.0,1430.0,1730.0,2200.0
Quality Food & Beverage,American,International,8030 W 3rd St,Los Angeles,90048,3236585959.0,2.5,4.0,30,800.0,1500.0,800.0,1500.0,800.0,1500.0,800.0,1500.0,800.0,1500.0,800.0,1500.0,800.0,1500.0
Local Ice,American,,12747 Ventura Blvd,Los Angeles,91604,8185058111.0,1.0,4.5,11,1300.0,2200.0,1300.0,2200.0,1300.0,2200.0,1300.0,2200.0,1300.0,2200.0,1300.0,2300.0,1300.0,2300.0
The Otheroom,,,1201 Abbot Kinney Blvd,Los Angeles,90291,3103966230.0,2.5,4.0,28,1700.0,200.0,1700.0,200.0,1700.0,200.0,1700.0,200.0,1700.0,200.0,1700.0,200.0,1700.0,200.0
Daily Dose,Cafe,,1820 Industrial St Ste 104,Los Angeles,90021,2132819300.0,2.5,4.5,14,900.0,1800.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,800.0,2200.0
Umami Burger,American,,738 E 3rd St,Los Angeles,90013,3232638626.0,2.5,3.5,39,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,1200.0,1100.0,1200.0
Sonoritas Prime Tacos,Mexican,Latin,2004 Sawtelle Blvd,Los Angeles,90025,3104449100.0,2.5,4.5,14,,,,,,,,,,,,,,
La Azteca Tortilleria,Mexican,Latin,4538 E Cesar E Chavez Ave,Los Angeles,90022,3232625977.0,1.0,4.5,15,600.0,1430.0,,,600.0,1530.0,600.0,1530.0,600.0,1530.0,600.0,1530.0,600.0,1530.0
Dino's Chicken and Burgers,Mexican,American,2575 W Pico Blvd,Los Angeles,90006,2133803554.0,1.0,4.5,20,600.0,2300.0,600.0,2300.0,600.0,2300.0,600.0,2300.0,600.0,2300.0,600.0,1200.0,600.0,1200.0
Fabrocini's Italian Restaurant,Italian,,2960 N Beverly Glen Cir,Los Angeles,90077,3104757404.0,2.5,4.5,40,1130.0,2100.0,1130.0,2130.0,1130.0,2130.0,1130.0,2130.0,1130.0,2130.0,1130.0,2130.0,1130.0,2130.0
Tel Aviv Glatt Kosher Grill,Mediterranean,Middle Eastern,6846 Reseda Blvd,Los Angeles,,8187749400.0,1.0,5.0,11,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,,
Enzo's Pizzeria,Italian,Pizza,10940 Weyburn Ave,Los Angeles,90024,3102083696.0,1.0,4.0,31,,,1100.0,1200.0,1100.0,1200.0,1100.0,1200.0,1100.0,300.0,1100.0,300.0,1100.0,300.0
Frolic Room,,,6245 Hollywood Blvd,Los Angeles,90028,3234625890.0,1.0,4.0,21,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0
Simon,American,,8555 Beverly Blvd,Los Angeles,90048,3102785444.0,4.0,4.0,45,630.0,2200.0,630.0,2200.0,630.0,2200.0,630.0,2200.0,630.0,2200.0,630.0,2200.0,630.0,2200.0
Gate of India,Indian,Vegetarian Friendly,7300 W Sunset Blvd,West Hollywood,90046,3238746673.0,2.5,4.5,28,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0
Noshi Sushi,Japanese,Sushi,4430 Beverly Blvd,Los Angeles,90004,3234693458.0,2.5,4.0,26,1130.0,2100.0,,,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0
Islands Restaurant,American,,117 W Broadway,Glendale,91204,8185453555.0,2.5,4.0,33,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0
Louie's of Mar Vista,,,3821 S Grand Ave,Los Angeles,90037,3103876678.0,2.5,4.5,14,1100.0,1200.0,1700.0,1200.0,1700.0,1200.0,1700.0,1200.0,1700.0,200.0,1100.0,200.0,1100.0,200.0
Bacaro LA,Vegetarian Friendly,,2308 S Union Ave,Los Angeles,90007,2137487205.0,2.5,4.5,25,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2300.0,1700.0,2300.0,1700.0,2300.0
Sushi Iki,Sushi,Japanese,18663 Ventura Blvd,Los Angeles,91356,8183433470.0,4.0,5.0,13,1730.0,2100.0,,,2400.0,1330.0,2400.0,1330.0,2400.0,1330.0,2400.0,1330.0,1730.0,2130.0
189 by Dominique Ansel,American,,189 The Grove Dr,Los Angeles,90036,3236020096.0,4.0,4.0,20,,,,,,,,,,,,,,
Dong Il Jang Restaurant,Barbecue,Asian,3455 W 8th St,Los Angeles,90005,2133835757.0,2.5,4.0,29,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
Robert's Russian Cuisine,Russian,Eastern European,1603 N La Brea Ave,Los Angeles,90028,3238514202.0,2.5,4.5,14,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2300.0,1130.0,2300.0
Tandoor A India Restaurant,Indian,Vegetarian Friendly,8406 Pershing Dr,Los Angeles,90293,3108221435.0,2.5,4.0,25,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
Waba Grill,Fusion,,7109 W Sunset Blvd,West Hollywood,90046,3238459222.0,1.0,4.5,12,,,,,,,,,,,,,,
Ivory on Sunset,American,,8440 W Sunset Blvd,West Hollywood,90069,3238486000.0,2.5,4.0,48,700.0,2230.0,700.0,2230.0,700.0,2230.0,700.0,2230.0,700.0,2230.0,700.0,2300.0,700.0,2300.0
Avila's El Ranchito Mexican Restaurant,Mexican,Latin,6703 Santa Fe Ave,Huntington Park,90255,3235855055.0,2.5,4.5,12,800.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2200.0,800.0,2200.0
Shophouse Southeast Asian Kitchen,Fast Food,Asian,6333 W Sunset Blvd,Los Angeles,90028,3234622856.0,1.0,4.0,25,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
Subway,,,404 S Figueroa St,Los Angeles,90071,2136889197.0,1.0,4.0,21,700.0,2100.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2100.0
Tuk Tuk Thai,Asian,Thai,8875 W Pico Blvd,Los Angeles,90035,3108601872.0,2.5,4.0,24,1700.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1300.0,2200.0
Ford's Filling Station,American,,Delta Terminal 5 at LAX,Los Angeles,,3102155147.0,2.5,3.5,77,,,,,,,,,,,,,,
Manny's Pizzeria,Italian,Pizza,651 N Sepulveda Blvd,Los Angeles,90049,3104434430.0,,4.0,18,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0
The Magnolia Grille,American,,10530 Magnolia Blvd,Los Angeles,91601,8187668698.0,2.5,4.5,16,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0
The Stand,Fast Food,American,5780 Canoga Ave,Los Angeles,,8187100400.0,1.0,4.5,16,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0
Maison Richard Restaurant and French Bakery,French,European,707 N Stanley Ave,Los Angeles,90046,3236557777.0,2.5,4.0,35,1100.0,1600.0,1100.0,1500.0,1100.0,1500.0,1100.0,1500.0,1100.0,1500.0,1100.0,1500.0,1100.0,1500.0
Zono Sushi,Japanese,Sushi,139 N Maryland Ave,Glendale,91206,8185074819.0,2.5,4.0,21,2400.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1100.0,2300.0,1100.0,2300.0
Acapulco Mexican Restaurant Y Cantina,Mexican,Latin,750 Sampson Way,Los Angeles,90731,3105486800.0,2.5,3.5,83,,,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0,1100.0,1200.0,1100.0,1200.0
Rocco's Cheesecake,,,1701 Pico Blvd,Los Angeles,90405,3103961701.0,2.5,5.0,11,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2200.0,1000.0,2200.0
Ditmas,Steakhouse,,8731 W Pico Blvd,Los Angeles,90035,3102719300.0,4.0,4.0,22,1800.0,2200.0,2400.0,1430.0,2400.0,1430.0,2400.0,1430.0,2400.0,1430.0,,,1000.0,1200.0
Stir Market,,,7475 Beverly Blvd,Los Angeles,90036,3238798283.0,2.5,4.5,15,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0
Mercado Hollywood,Mexican,Latin,3413 Cahuenga Blvd W,Los Angeles,90068,3235122500.0,2.5,4.0,21,,,,,,,,,,,,,,
Maria's Italian Kitchen,Italian,Pizza,23331 Mulholland Dr,Los Angeles,91364,8182250586.0,2.5,4.0,29,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
LA Fonda Antioquena,Latin,Spanish,5125 Melrose Ave,Los Angeles,90038,3239575164.0,2.5,4.0,18,1000.0,2130.0,1000.0,2030.0,1000.0,2030.0,1000.0,2030.0,1000.0,2030.0,1000.0,2130.0,1000.0,2130.0
Callender's Grill,American,,5773 Wilshire Blvd,Los Angeles,90036,3239377952.0,2.5,4.5,13,1000.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0
Colonial Kitchen Restaurant,American,,1110 Huntington Dr,San Marino,91108,6262892449.0,2.5,4.0,35,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0
Maxwell Cafe,American,Cafe,13329 W Washington Blvd,Los Angeles,90066,3103067829.0,2.5,4.0,31,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0
Gulp Restaurant and Brew Pub,Vegetarian Friendly,,13020 Pacific Promenade,Los Angeles,90094,3104963966.0,2.5,4.5,17,,,,,,,,,,,,,,
Kang Nam Restaurant,Asian,Korean,4103 W Olympic Blvd,Los Angeles,90019,3239371070.0,2.5,4.5,11,1100.0,2200.0,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0
Lucy's El Adobe Cafe,Mexican,,5536 Melrose Ave,Los Angeles,90038,3234629421.0,2.5,4.0,37,,,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0
Noodle World Pasadena,Asian,Thai,24 W Colorado Blvd,Pasadena,91105,6265855885.0,1.0,4.0,39,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0
Cricca Italian Deli,Italian,,4876 Topanga Canyon Blvd,Los Angeles,91364,8183400515.0,1.0,5.0,12,1000.0,1600.0,1000.0,600.0,1000.0,600.0,1000.0,600.0,1000.0,600.0,1000.0,600.0,1000.0,1700.0
Beech Street Cafe,Italian,Pizza,863 Swarthmore Ave,Los Angeles,,3105731940.0,2.5,4.0,26,2400.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2130.0,1130.0,2130.0
El Nopal,Mexican,,10426 National Blvd,Los Angeles,90034,3105594732.0,2.5,4.5,18,900.0,2115.0,1030.0,2115.0,1030.0,2115.0,1030.0,2115.0,1030.0,2115.0,900.0,2230.0,900.0,2230.0
Hyperion Public,American,,2538 Hyperion Ave,Los Angeles,90027,3237616440.0,2.5,4.0,29,900.0,300.0,2400.0,200.0,2400.0,200.0,2400.0,200.0,2400.0,200.0,2400.0,200.0,900.0,300.0
Foo-Chow Restaurant,Chinese,Asian,949 N Hill St,Los Angeles,90012,2134851294.0,2.5,4.0,30,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0
Islands Restaurant,Vegetarian Friendly,,14141 Ventura Blvd,Los Angeles,91423,8189900102.0,2.5,4.0,19,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0
Gen Korean BBQ House,Barbecue,Asian,10151 Reseda Blvd,Los Angeles,91324,8187093932.0,2.5,4.0,17,,,,,,,,,,,,,,
Le Oriental Bistro,Chinese,Asian,1710 N Highland Ave,Los Angeles,90028,3234623388.0,1.0,4.0,47,2400.0,2245.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2300.0,2400.0,2300.0
Gala Thai,Asian,Thai,3353 Barham Blvd,Los Angeles,90068,3239699169.0,2.5,4.5,13,1600.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
El Coyote Mexican Restaurant,Mexican,,800 S Pacific Ave,Los Angeles,90731,3105190375.0,2.5,4.5,15,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2200.0,800.0,2200.0
The Room Sushi Bar,Japanese,Sushi,1884 Westwood Blvd,Los Angeles,90025,3104740462.0,2.5,4.0,17,1600.0,2130.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2230.0,1100.0,2230.0
Chick-Fil-A,Fast Food,American,8875 Tampa Ave,Los Angeles,91324,8188823106.0,1.0,4.0,17,,,630.0,2200.0,630.0,2200.0,630.0,2200.0,630.0,2200.0,630.0,2200.0,630.0,2200.0
El Picante,Mexican,,6301 Florence Pl,Bell Gardens,90201,5629283490.0,2.5,4.5,14,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2200.0,700.0,2200.0
Xoc Tequila Grill,Mexican,Latin,6316 Topanga Canyon Blvd Ste 1110,Los Angeles,91367,8189927930.0,2.5,4.0,41,,,,,,,,,,,,,,
Mofongos,Caribbean,Latin,5757 Lankershim Blvd,Los Angeles,91601,8187541051.0,1.0,4.0,31,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0
Anajak Thai Cuisine,Asian,Thai,14704 Ventura Blvd,Los Angeles,91403,8185014201.0,2.5,4.5,17,2400.0,2130.0,,,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2300.0,2400.0,2300.0
Flame Pizzeria,Pizza,Italian,19309 Vanowen St,Los Angeles,91335,8185783888.0,2.5,5.0,13,,,,,,,,,,,,,,
Sushi 21,Japanese,Sushi,235 S. Gaffey St.,Los Angeles,,,2.5,4.0,17,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0
The Shack,,,185 Culver Blvd,Los Angeles,,3108236222.0,1.0,4.0,21,1000.0,2200.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,100.0,1000.0,100.0
Un Solo Sol,Latin,International,1818 E 1st St,Los Angeles,90033,3232698680.0,1.0,5.0,12,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0,1100.0,2130.0
Izakaya Hachi,,,12009 Wilshire Blvd,Los Angeles,90025,3104739603.0,2.5,5.0,11,1100.0,2200.0,1100.0,2200.0,1100.0,1000.0,1100.0,2200.0,1100.0,2200.0,1100.0,1100.0,1100.0,2200.0
